"path","ratio","sub_h","method","method_code","parameter","estimate","truth"
339,400,0.04,"Fixed point linearization","fix","sigma[2]",0.483309356560672,0.5
340,400,0.04,"Fixed point linearization","fix","epsilon",0.0690568823402355,0.1
340,400,0.04,"Fixed point linearization","fix","alpha",0.499874758886812,0.5
340,400,0.04,"Fixed point linearization","fix","gamma",1.22363683312484,1.5
340,400,0.04,"Fixed point linearization","fix","beta",0.994248838536405,1.4
340,400,0.04,"Fixed point linearization","fix","sigma[1]",0.477800403076616,0.3
340,400,0.04,"Fixed point linearization","fix","sigma[2]",0.518463254255111,0.5
341,400,0.04,"Fixed point linearization","fix","epsilon",0.0664390332398576,0.1
341,400,0.04,"Fixed point linearization","fix","alpha",0.485640212902334,0.5
341,400,0.04,"Fixed point linearization","fix","gamma",1.60736939400631,1.5
341,400,0.04,"Fixed point linearization","fix","beta",1.21583419185854,1.4
341,400,0.04,"Fixed point linearization","fix","sigma[1]",0.509904806275682,0.3
341,400,0.04,"Fixed point linearization","fix","sigma[2]",0.532381758109613,0.5
342,400,0.04,"Fixed point linearization","fix","epsilon",0.068858377653642,0.1
342,400,0.04,"Fixed point linearization","fix","alpha",0.482228009006292,0.5
342,400,0.04,"Fixed point linearization","fix","gamma",1.36537825447772,1.5
342,400,0.04,"Fixed point linearization","fix","beta",1.03067889279602,1.4
342,400,0.04,"Fixed point linearization","fix","sigma[1]",0.527208997123588,0.3
342,400,0.04,"Fixed point linearization","fix","sigma[2]",0.485552577775649,0.5
343,400,0.04,"Fixed point linearization","fix","epsilon",0.0684282468417329,0.1
343,400,0.04,"Fixed point linearization","fix","alpha",0.483314839158666,0.5
343,400,0.04,"Fixed point linearization","fix","gamma",1.20918472575204,1.5
343,400,0.04,"Fixed point linearization","fix","beta",0.914906894243583,1.4
343,400,0.04,"Fixed point linearization","fix","sigma[1]",0.496651190880577,0.3
343,400,0.04,"Fixed point linearization","fix","sigma[2]",0.500507538330021,0.5
344,400,0.04,"Fixed point linearization","fix","epsilon",0.0676706258590519,0.1
344,400,0.04,"Fixed point linearization","fix","alpha",0.492309145910394,0.5
344,400,0.04,"Fixed point linearization","fix","gamma",1.36731272835212,1.5
344,400,0.04,"Fixed point linearization","fix","beta",1.05812011048727,1.4
344,400,0.04,"Fixed point linearization","fix","sigma[1]",0.474688058982033,0.3
344,400,0.04,"Fixed point linearization","fix","sigma[2]",0.509072588000709,0.5
345,400,0.04,"Fixed point linearization","fix","epsilon",0.0579399285887151,0.1
345,400,0.04,"Fixed point linearization","fix","alpha",0.470154891604074,0.5
345,400,0.04,"Fixed point linearization","fix","gamma",1.01000122382739,1.5
345,400,0.04,"Fixed point linearization","fix","beta",0.724063237135128,1.4
345,400,0.04,"Fixed point linearization","fix","sigma[1]",0.885772554007698,0.3
345,400,0.04,"Fixed point linearization","fix","sigma[2]",0.499855108693929,0.5
346,400,0.04,"Fixed point linearization","fix","epsilon",0.0680930756565738,0.1
346,400,0.04,"Fixed point linearization","fix","alpha",0.484623211064934,0.5
346,400,0.04,"Fixed point linearization","fix","gamma",1.0543920133888,1.5
346,400,0.04,"Fixed point linearization","fix","beta",0.796301581841521,1.4
346,400,0.04,"Fixed point linearization","fix","sigma[1]",0.466694794266266,0.3
346,400,0.04,"Fixed point linearization","fix","sigma[2]",0.481699478708903,0.5
347,400,0.04,"Fixed point linearization","fix","epsilon",0.0685476326925114,0.1
347,400,0.04,"Fixed point linearization","fix","alpha",0.482794765750359,0.5
347,400,0.04,"Fixed point linearization","fix","gamma",1.29622172701394,1.5
347,400,0.04,"Fixed point linearization","fix","beta",0.971044842563763,1.4
347,400,0.04,"Fixed point linearization","fix","sigma[1]",0.492864927452079,0.3
347,400,0.04,"Fixed point linearization","fix","sigma[2]",0.486648567392649,0.5
348,400,0.04,"Fixed point linearization","fix","epsilon",0.065513116981414,0.1
348,400,0.04,"Fixed point linearization","fix","alpha",0.502209721561461,0.5
348,400,0.04,"Fixed point linearization","fix","gamma",1.10234746416814,1.5
348,400,0.04,"Fixed point linearization","fix","beta",0.182815851463216,1.4
348,400,0.04,"Fixed point linearization","fix","sigma[1]",0.449053135873092,0.3
348,400,0.04,"Fixed point linearization","fix","sigma[2]",0.517631619204089,0.5
349,400,0.04,"Fixed point linearization","fix","epsilon",0.0636742841183976,0.1
349,400,0.04,"Fixed point linearization","fix","alpha",0.490520796303507,0.5
349,400,0.04,"Fixed point linearization","fix","gamma",1.40271156215715,1.5
349,400,0.04,"Fixed point linearization","fix","beta",1.04299861372488,1.4
349,400,0.04,"Fixed point linearization","fix","sigma[1]",0.414126445012497,0.3
349,400,0.04,"Fixed point linearization","fix","sigma[2]",0.514735047219175,0.5
350,400,0.04,"Fixed point linearization","fix","epsilon",0.0675942100469924,0.1
350,400,0.04,"Fixed point linearization","fix","alpha",0.475562334731055,0.5
350,400,0.04,"Fixed point linearization","fix","gamma",1.26624744439969,1.5
350,400,0.04,"Fixed point linearization","fix","beta",0.959240441971941,1.4
350,400,0.04,"Fixed point linearization","fix","sigma[1]",0.530157509689319,0.3
350,400,0.04,"Fixed point linearization","fix","sigma[2]",0.495298202087598,0.5
351,400,0.04,"Fixed point linearization","fix","epsilon",0.0678269014677524,0.1
351,400,0.04,"Fixed point linearization","fix","alpha",0.491394181943545,0.5
351,400,0.04,"Fixed point linearization","fix","gamma",1.01275153540206,1.5
351,400,0.04,"Fixed point linearization","fix","beta",0.793638329021039,1.4
351,400,0.04,"Fixed point linearization","fix","sigma[1]",0.473298846971769,0.3
351,400,0.04,"Fixed point linearization","fix","sigma[2]",0.541717391494666,0.5
352,400,0.04,"Fixed point linearization","fix","epsilon",0.0627791541679703,0.1
352,400,0.04,"Fixed point linearization","fix","alpha",0.487848493736435,0.5
352,400,0.04,"Fixed point linearization","fix","gamma",1.01000004509357,1.5
352,400,0.04,"Fixed point linearization","fix","beta",0.656251377866435,1.4
352,400,0.04,"Fixed point linearization","fix","sigma[1]",0.604710722562533,0.3
352,400,0.04,"Fixed point linearization","fix","sigma[2]",0.449046360944651,0.5
353,400,0.04,"Fixed point linearization","fix","epsilon",0.0668122747312143,0.1
353,400,0.04,"Fixed point linearization","fix","alpha",0.500476984106126,0.5
353,400,0.04,"Fixed point linearization","fix","gamma",1.21346249527369,1.5
353,400,0.04,"Fixed point linearization","fix","beta",0.922673580595158,1.4
353,400,0.04,"Fixed point linearization","fix","sigma[1]",0.445691917031971,0.3
353,400,0.04,"Fixed point linearization","fix","sigma[2]",0.493747917918826,0.5
354,400,0.04,"Fixed point linearization","fix","epsilon",0.0634074043235973,0.1
354,400,0.04,"Fixed point linearization","fix","alpha",0.507316528533774,0.5
354,400,0.04,"Fixed point linearization","fix","gamma",1.04655228520261,1.5
354,400,0.04,"Fixed point linearization","fix","beta",0.226400391973429,1.4
354,400,0.04,"Fixed point linearization","fix","sigma[1]",0.40538533086235,0.3
354,400,0.04,"Fixed point linearization","fix","sigma[2]",0.501074844515979,0.5
355,400,0.04,"Fixed point linearization","fix","epsilon",0.0651185598608591,0.1
355,400,0.04,"Fixed point linearization","fix","alpha",0.477106486367585,0.5
355,400,0.04,"Fixed point linearization","fix","gamma",1.66823662453518,1.5
355,400,0.04,"Fixed point linearization","fix","beta",1.15013556835348,1.4
355,400,0.04,"Fixed point linearization","fix","sigma[1]",0.472344529714872,0.3
355,400,0.04,"Fixed point linearization","fix","sigma[2]",0.533544622608841,0.5
356,400,0.04,"Fixed point linearization","fix","epsilon",0.0669180912290995,0.1
356,400,0.04,"Fixed point linearization","fix","alpha",0.493010023903133,0.5
356,400,0.04,"Fixed point linearization","fix","gamma",1.23625670098349,1.5
356,400,0.04,"Fixed point linearization","fix","beta",0.925217985528872,1.4
356,400,0.04,"Fixed point linearization","fix","sigma[1]",0.473592458463445,0.3
356,400,0.04,"Fixed point linearization","fix","sigma[2]",0.500805181360734,0.5
357,400,0.04,"Fixed point linearization","fix","epsilon",0.065396255913763,0.1
357,400,0.04,"Fixed point linearization","fix","alpha",0.482599371007586,0.5
357,400,0.04,"Fixed point linearization","fix","gamma",1.04318369939197,1.5
357,400,0.04,"Fixed point linearization","fix","beta",0.780953885694038,1.4
357,400,0.04,"Fixed point linearization","fix","sigma[1]",0.485717404855727,0.3
357,400,0.04,"Fixed point linearization","fix","sigma[2]",0.510575221850493,0.5
358,400,0.04,"Fixed point linearization","fix","epsilon",0.0727529602217604,0.1
358,400,0.04,"Fixed point linearization","fix","alpha",0.494695207536111,0.5
358,400,0.04,"Fixed point linearization","fix","gamma",1.29745885355115,1.5
358,400,0.04,"Fixed point linearization","fix","beta",1.02603277392635,1.4
358,400,0.04,"Fixed point linearization","fix","sigma[1]",0.478488161890933,0.3
358,400,0.04,"Fixed point linearization","fix","sigma[2]",0.492763884453363,0.5
359,400,0.04,"Fixed point linearization","fix","epsilon",0.0709875299000495,0.1
359,400,0.04,"Fixed point linearization","fix","alpha",0.503072549243084,0.5
359,400,0.04,"Fixed point linearization","fix","gamma",1.20047864766686,1.5
359,400,0.04,"Fixed point linearization","fix","beta",0.993271414691603,1.4
359,400,0.04,"Fixed point linearization","fix","sigma[1]",0.46032179600279,0.3
359,400,0.04,"Fixed point linearization","fix","sigma[2]",0.519670396514663,0.5
360,400,0.04,"Fixed point linearization","fix","epsilon",0.0657722871771933,0.1
360,400,0.04,"Fixed point linearization","fix","alpha",0.485386314719867,0.5
360,400,0.04,"Fixed point linearization","fix","gamma",1.93247377688878,1.5
360,400,0.04,"Fixed point linearization","fix","beta",1.42430591559425,1.4
360,400,0.04,"Fixed point linearization","fix","sigma[1]",0.504317809362973,0.3
360,400,0.04,"Fixed point linearization","fix","sigma[2]",0.497557075729149,0.5
361,400,0.04,"Fixed point linearization","fix","epsilon",0.0650996739113114,0.1
361,400,0.04,"Fixed point linearization","fix","alpha",0.493632530046977,0.5
361,400,0.04,"Fixed point linearization","fix","gamma",1.22238993444992,1.5
361,400,0.04,"Fixed point linearization","fix","beta",0.904268140644959,1.4
361,400,0.04,"Fixed point linearization","fix","sigma[1]",0.462847065998185,0.3
361,400,0.04,"Fixed point linearization","fix","sigma[2]",0.496703607522867,0.5
362,400,0.04,"Fixed point linearization","fix","epsilon",0.0661364294176629,0.1
362,400,0.04,"Fixed point linearization","fix","alpha",0.482281581579296,0.5
362,400,0.04,"Fixed point linearization","fix","gamma",1.47181910039846,1.5
362,400,0.04,"Fixed point linearization","fix","beta",1.08097919968451,1.4
362,400,0.04,"Fixed point linearization","fix","sigma[1]",0.518929490366503,0.3
362,400,0.04,"Fixed point linearization","fix","sigma[2]",0.524891278148099,0.5
363,400,0.04,"Fixed point linearization","fix","epsilon",0.0641481623585887,0.1
363,400,0.04,"Fixed point linearization","fix","alpha",0.508761011876599,0.5
363,400,0.04,"Fixed point linearization","fix","gamma",1.07111993344693,1.5
363,400,0.04,"Fixed point linearization","fix","beta",0.202634868954336,1.4
363,400,0.04,"Fixed point linearization","fix","sigma[1]",0.460349773157156,0.3
363,400,0.04,"Fixed point linearization","fix","sigma[2]",0.560077890315855,0.5
364,400,0.04,"Fixed point linearization","fix","epsilon",0.0706168065402149,0.1
364,400,0.04,"Fixed point linearization","fix","alpha",0.49177644440114,0.5
364,400,0.04,"Fixed point linearization","fix","gamma",1.34611028191408,1.5
364,400,0.04,"Fixed point linearization","fix","beta",1.02759127622024,1.4
364,400,0.04,"Fixed point linearization","fix","sigma[1]",0.487915225549753,0.3
364,400,0.04,"Fixed point linearization","fix","sigma[2]",0.526547156473263,0.5
365,400,0.04,"Fixed point linearization","fix","epsilon",0.0731783576961735,0.1
365,400,0.04,"Fixed point linearization","fix","alpha",0.491457547080679,0.5
365,400,0.04,"Fixed point linearization","fix","gamma",1.04792295669025,1.5
365,400,0.04,"Fixed point linearization","fix","beta",0.83692313753042,1.4
365,400,0.04,"Fixed point linearization","fix","sigma[1]",0.471916311023624,0.3
365,400,0.04,"Fixed point linearization","fix","sigma[2]",0.488778616292665,0.5
366,400,0.04,"Fixed point linearization","fix","epsilon",0.0640691709942573,0.1
366,400,0.04,"Fixed point linearization","fix","alpha",0.478797528751361,0.5
366,400,0.04,"Fixed point linearization","fix","gamma",1.36753311007816,1.5
366,400,0.04,"Fixed point linearization","fix","beta",1.01274932524897,1.4
366,400,0.04,"Fixed point linearization","fix","sigma[1]",0.474562756368481,0.3
366,400,0.04,"Fixed point linearization","fix","sigma[2]",0.516527286451918,0.5
367,400,0.04,"Fixed point linearization","fix","epsilon",0.0650385021795861,0.1
367,400,0.04,"Fixed point linearization","fix","alpha",0.487762835493869,0.5
367,400,0.04,"Fixed point linearization","fix","gamma",1.51757231990235,1.5
367,400,0.04,"Fixed point linearization","fix","beta",1.07821549222672,1.4
367,400,0.04,"Fixed point linearization","fix","sigma[1]",0.441813766615876,0.3
367,400,0.04,"Fixed point linearization","fix","sigma[2]",0.514429880484193,0.5
368,400,0.04,"Fixed point linearization","fix","epsilon",0.0684219770839208,0.1
368,400,0.04,"Fixed point linearization","fix","alpha",0.476966713985754,0.5
368,400,0.04,"Fixed point linearization","fix","gamma",1.48457787225402,1.5
368,400,0.04,"Fixed point linearization","fix","beta",1.13274852818142,1.4
368,400,0.04,"Fixed point linearization","fix","sigma[1]",0.524665109795526,0.3
368,400,0.04,"Fixed point linearization","fix","sigma[2]",0.51000025259155,0.5
369,400,0.04,"Fixed point linearization","fix","epsilon",0.068510906023553,0.1
369,400,0.04,"Fixed point linearization","fix","alpha",0.472590988590643,0.5
369,400,0.04,"Fixed point linearization","fix","gamma",1.01000039610331,1.5
369,400,0.04,"Fixed point linearization","fix","beta",0.682621650103989,1.4
369,400,0.04,"Fixed point linearization","fix","sigma[1]",0.637577458966419,0.3
369,400,0.04,"Fixed point linearization","fix","sigma[2]",0.459885664898685,0.5
370,400,0.04,"Fixed point linearization","fix","epsilon",0.0638348408638127,0.1
370,400,0.04,"Fixed point linearization","fix","alpha",0.482326410551473,0.5
370,400,0.04,"Fixed point linearization","fix","gamma",1.23670777309229,1.5
370,400,0.04,"Fixed point linearization","fix","beta",0.902952045993419,1.4
370,400,0.04,"Fixed point linearization","fix","sigma[1]",0.469158573094765,0.3
370,400,0.04,"Fixed point linearization","fix","sigma[2]",0.517816098707482,0.5
371,400,0.04,"Fixed point linearization","fix","epsilon",0.0672989209694867,0.1
371,400,0.04,"Fixed point linearization","fix","alpha",0.481338718903716,0.5
371,400,0.04,"Fixed point linearization","fix","gamma",1.25286030888244,1.5
371,400,0.04,"Fixed point linearization","fix","beta",0.936171093975441,1.4
371,400,0.04,"Fixed point linearization","fix","sigma[1]",0.481138251247037,0.3
371,400,0.04,"Fixed point linearization","fix","sigma[2]",0.506417762517627,0.5
372,400,0.04,"Fixed point linearization","fix","epsilon",0.0656525698733123,0.1
372,400,0.04,"Fixed point linearization","fix","alpha",0.439255274639845,0.5
372,400,0.04,"Fixed point linearization","fix","gamma",1.01000009305252,1.5
372,400,0.04,"Fixed point linearization","fix","beta",0.786988186645245,1.4
372,400,0.04,"Fixed point linearization","fix","sigma[1]",0.650644973378857,0.3
372,400,0.04,"Fixed point linearization","fix","sigma[2]",0.512735694739449,0.5
373,400,0.04,"Fixed point linearization","fix","epsilon",0.0657363321464855,0.1
373,400,0.04,"Fixed point linearization","fix","alpha",0.456757243048815,0.5
373,400,0.04,"Fixed point linearization","fix","gamma",1.01000057602132,1.5
373,400,0.04,"Fixed point linearization","fix","beta",0.708543745157463,1.4
373,400,0.04,"Fixed point linearization","fix","sigma[1]",0.577580354205369,0.3
373,400,0.04,"Fixed point linearization","fix","sigma[2]",0.487379911326143,0.5
374,400,0.04,"Fixed point linearization","fix","epsilon",0.0680503531010411,0.1
374,400,0.04,"Fixed point linearization","fix","alpha",0.483448491970883,0.5
374,400,0.04,"Fixed point linearization","fix","gamma",1.1209216340071,1.5
374,400,0.04,"Fixed point linearization","fix","beta",0.833608778896448,1.4
374,400,0.04,"Fixed point linearization","fix","sigma[1]",0.459841004192706,0.3
374,400,0.04,"Fixed point linearization","fix","sigma[2]",0.506418176628902,0.5
375,400,0.04,"Fixed point linearization","fix","epsilon",0.0610776084406927,0.1
375,400,0.04,"Fixed point linearization","fix","alpha",0.485856468348953,0.5
375,400,0.04,"Fixed point linearization","fix","gamma",1.23054028866671,1.5
375,400,0.04,"Fixed point linearization","fix","beta",0.870923536577623,1.4
375,400,0.04,"Fixed point linearization","fix","sigma[1]",0.506815788337029,0.3
375,400,0.04,"Fixed point linearization","fix","sigma[2]",0.446297540998564,0.5
376,400,0.04,"Fixed point linearization","fix","epsilon",0.0663741207338669,0.1
376,400,0.04,"Fixed point linearization","fix","alpha",0.501705537018955,0.5
376,400,0.04,"Fixed point linearization","fix","gamma",1.64988327701883,1.5
376,400,0.04,"Fixed point linearization","fix","beta",1.25898981427262,1.4
376,400,0.04,"Fixed point linearization","fix","sigma[1]",0.466899628986863,0.3
376,400,0.04,"Fixed point linearization","fix","sigma[2]",0.535012891177311,0.5
377,400,0.04,"Fixed point linearization","fix","epsilon",0.0653506909026317,0.1
377,400,0.04,"Fixed point linearization","fix","alpha",0.489939172813796,0.5
377,400,0.04,"Fixed point linearization","fix","gamma",1.62647512178378,1.5
377,400,0.04,"Fixed point linearization","fix","beta",1.15883802201538,1.4
377,400,0.04,"Fixed point linearization","fix","sigma[1]",0.486264695069494,0.3
377,400,0.04,"Fixed point linearization","fix","sigma[2]",0.489522290778308,0.5
378,400,0.04,"Fixed point linearization","fix","epsilon",0.0632850536337904,0.1
378,400,0.04,"Fixed point linearization","fix","alpha",0.477492150375313,0.5
378,400,0.04,"Fixed point linearization","fix","gamma",1.25462516172364,1.5
378,400,0.04,"Fixed point linearization","fix","beta",0.899475043951222,1.4
378,400,0.04,"Fixed point linearization","fix","sigma[1]",0.48212033476877,0.3
378,400,0.04,"Fixed point linearization","fix","sigma[2]",0.520218019939044,0.5
379,400,0.04,"Fixed point linearization","fix","epsilon",0.0647670374331457,0.1
379,400,0.04,"Fixed point linearization","fix","alpha",0.474483126013172,0.5
379,400,0.04,"Fixed point linearization","fix","gamma",1.32736484851138,1.5
379,400,0.04,"Fixed point linearization","fix","beta",0.96658007114585,1.4
379,400,0.04,"Fixed point linearization","fix","sigma[1]",0.509540706719835,0.3
379,400,0.04,"Fixed point linearization","fix","sigma[2]",0.489884992513649,0.5
380,400,0.04,"Fixed point linearization","fix","epsilon",0.063240961235576,0.1
380,400,0.04,"Fixed point linearization","fix","alpha",0.477273377684751,0.5
380,400,0.04,"Fixed point linearization","fix","gamma",1.40191152114951,1.5
380,400,0.04,"Fixed point linearization","fix","beta",0.978991156536481,1.4
380,400,0.04,"Fixed point linearization","fix","sigma[1]",0.482233541314074,0.3
380,400,0.04,"Fixed point linearization","fix","sigma[2]",0.496542320512931,0.5
381,400,0.04,"Fixed point linearization","fix","epsilon",0.0644807350671935,0.1
381,400,0.04,"Fixed point linearization","fix","alpha",0.49242084016025,0.5
381,400,0.04,"Fixed point linearization","fix","gamma",1.64748952107404,1.5
381,400,0.04,"Fixed point linearization","fix","beta",1.15740064880126,1.4
381,400,0.04,"Fixed point linearization","fix","sigma[1]",0.480706707598925,0.3
381,400,0.04,"Fixed point linearization","fix","sigma[2]",0.520958351332539,0.5
382,400,0.04,"Fixed point linearization","fix","epsilon",0.064537838825495,0.1
382,400,0.04,"Fixed point linearization","fix","alpha",0.483523808297973,0.5
382,400,0.04,"Fixed point linearization","fix","gamma",1.54681946494773,1.5
382,400,0.04,"Fixed point linearization","fix","beta",1.04790665199614,1.4
382,400,0.04,"Fixed point linearization","fix","sigma[1]",0.493727308376933,0.3
382,400,0.04,"Fixed point linearization","fix","sigma[2]",0.50628634139924,0.5
383,400,0.04,"Fixed point linearization","fix","epsilon",0.0662459407737472,0.1
383,400,0.04,"Fixed point linearization","fix","alpha",0.49226017259387,0.5
383,400,0.04,"Fixed point linearization","fix","gamma",1.54406405755374,1.5
383,400,0.04,"Fixed point linearization","fix","beta",1.15658168032126,1.4
383,400,0.04,"Fixed point linearization","fix","sigma[1]",0.47583967258907,0.3
383,400,0.04,"Fixed point linearization","fix","sigma[2]",0.502121063474758,0.5
384,400,0.04,"Fixed point linearization","fix","epsilon",0.063453919521429,0.1
384,400,0.04,"Fixed point linearization","fix","alpha",0.492804989233106,0.5
384,400,0.04,"Fixed point linearization","fix","gamma",1.2224001522485,1.5
384,400,0.04,"Fixed point linearization","fix","beta",0.98000792441146,1.4
384,400,0.04,"Fixed point linearization","fix","sigma[1]",0.440869549670038,0.3
384,400,0.04,"Fixed point linearization","fix","sigma[2]",0.528546314145602,0.5
385,400,0.04,"Fixed point linearization","fix","epsilon",0.0654364964504263,0.1
385,400,0.04,"Fixed point linearization","fix","alpha",0.47804999256251,0.5
385,400,0.04,"Fixed point linearization","fix","gamma",1.27149552924738,1.5
385,400,0.04,"Fixed point linearization","fix","beta",0.938177223879837,1.4
385,400,0.04,"Fixed point linearization","fix","sigma[1]",0.482763670885612,0.3
385,400,0.04,"Fixed point linearization","fix","sigma[2]",0.490728586605594,0.5
386,400,0.04,"Fixed point linearization","fix","epsilon",0.0712751287455265,0.1
386,400,0.04,"Fixed point linearization","fix","alpha",0.487237466241681,0.5
386,400,0.04,"Fixed point linearization","fix","gamma",1.08093120483404,1.5
386,400,0.04,"Fixed point linearization","fix","beta",0.865140355507036,1.4
386,400,0.04,"Fixed point linearization","fix","sigma[1]",0.51290694808813,0.3
386,400,0.04,"Fixed point linearization","fix","sigma[2]",0.528450566159144,0.5
387,400,0.04,"Fixed point linearization","fix","epsilon",0.0618030495336955,0.1
387,400,0.04,"Fixed point linearization","fix","alpha",0.485558363848987,0.5
387,400,0.04,"Fixed point linearization","fix","gamma",1.40362720880876,1.5
387,400,0.04,"Fixed point linearization","fix","beta",0.991651246353634,1.4
387,400,0.04,"Fixed point linearization","fix","sigma[1]",0.483621698779771,0.3
387,400,0.04,"Fixed point linearization","fix","sigma[2]",0.53228655893507,0.5
388,400,0.04,"Fixed point linearization","fix","epsilon",0.0682678306197713,0.1
388,400,0.04,"Fixed point linearization","fix","alpha",0.48790670337752,0.5
388,400,0.04,"Fixed point linearization","fix","gamma",1.3288853736074,1.5
388,400,0.04,"Fixed point linearization","fix","beta",1.00637761119848,1.4
388,400,0.04,"Fixed point linearization","fix","sigma[1]",0.493318584240918,0.3
388,400,0.04,"Fixed point linearization","fix","sigma[2]",0.494209852048093,0.5
389,400,0.04,"Fixed point linearization","fix","epsilon",0.0605620124910859,0.1
389,400,0.04,"Fixed point linearization","fix","alpha",0.48661343764064,0.5
389,400,0.04,"Fixed point linearization","fix","gamma",1.32652308476656,1.5
389,400,0.04,"Fixed point linearization","fix","beta",0.919465568629209,1.4
389,400,0.04,"Fixed point linearization","fix","sigma[1]",0.427299178278693,0.3
389,400,0.04,"Fixed point linearization","fix","sigma[2]",0.511528542004706,0.5
390,400,0.04,"Fixed point linearization","fix","epsilon",0.0688774236549192,0.1
390,400,0.04,"Fixed point linearization","fix","alpha",0.486629312452754,0.5
390,400,0.04,"Fixed point linearization","fix","gamma",1.19781896496724,1.5
390,400,0.04,"Fixed point linearization","fix","beta",0.912822330191801,1.4
390,400,0.04,"Fixed point linearization","fix","sigma[1]",0.494041328202617,0.3
390,400,0.04,"Fixed point linearization","fix","sigma[2]",0.511943654442199,0.5
391,400,0.04,"Fixed point linearization","fix","epsilon",0.0702928751702352,0.1
391,400,0.04,"Fixed point linearization","fix","alpha",0.497584729614705,0.5
391,400,0.04,"Fixed point linearization","fix","gamma",1.11888444311856,1.5
391,400,0.04,"Fixed point linearization","fix","beta",0.89443499524935,1.4
391,400,0.04,"Fixed point linearization","fix","sigma[1]",0.495531491202548,0.3
391,400,0.04,"Fixed point linearization","fix","sigma[2]",0.519401475209429,0.5
392,400,0.04,"Fixed point linearization","fix","epsilon",0.0672454888925688,0.1
392,400,0.04,"Fixed point linearization","fix","alpha",0.483474198626791,0.5
392,400,0.04,"Fixed point linearization","fix","gamma",1.56415711925306,1.5
392,400,0.04,"Fixed point linearization","fix","beta",1.14310678520793,1.4
392,400,0.04,"Fixed point linearization","fix","sigma[1]",0.461514606755074,0.3
392,400,0.04,"Fixed point linearization","fix","sigma[2]",0.512948365538709,0.5
393,400,0.04,"Fixed point linearization","fix","epsilon",0.065970207329876,0.1
393,400,0.04,"Fixed point linearization","fix","alpha",0.489894147484013,0.5
393,400,0.04,"Fixed point linearization","fix","gamma",1.35338088739224,1.5
393,400,0.04,"Fixed point linearization","fix","beta",1.02611231276962,1.4
393,400,0.04,"Fixed point linearization","fix","sigma[1]",0.464891274183655,0.3
393,400,0.04,"Fixed point linearization","fix","sigma[2]",0.48211544750118,0.5
394,400,0.04,"Fixed point linearization","fix","epsilon",0.0632596512581187,0.1
394,400,0.04,"Fixed point linearization","fix","alpha",0.478525870175067,0.5
394,400,0.04,"Fixed point linearization","fix","gamma",1.03638619961774,1.5
394,400,0.04,"Fixed point linearization","fix","beta",0.778198284819808,1.4
394,400,0.04,"Fixed point linearization","fix","sigma[1]",0.458549564952546,0.3
394,400,0.04,"Fixed point linearization","fix","sigma[2]",0.495395652139397,0.5
395,400,0.04,"Fixed point linearization","fix","epsilon",0.0637511962676247,0.1
395,400,0.04,"Fixed point linearization","fix","alpha",0.484547034354718,0.5
395,400,0.04,"Fixed point linearization","fix","gamma",1.14002478845167,1.5
395,400,0.04,"Fixed point linearization","fix","beta",0.835591001922903,1.4
395,400,0.04,"Fixed point linearization","fix","sigma[1]",0.449656663656172,0.3
395,400,0.04,"Fixed point linearization","fix","sigma[2]",0.483654472863106,0.5
396,400,0.04,"Fixed point linearization","fix","epsilon",0.0656461535559257,0.1
396,400,0.04,"Fixed point linearization","fix","alpha",0.522593511931084,0.5
396,400,0.04,"Fixed point linearization","fix","gamma",1.01000111765253,1.5
396,400,0.04,"Fixed point linearization","fix","beta",0.29584692239316,1.4
396,400,0.04,"Fixed point linearization","fix","sigma[1]",0.564288965233252,0.3
396,400,0.04,"Fixed point linearization","fix","sigma[2]",0.440158135924487,0.5
397,400,0.04,"Fixed point linearization","fix","epsilon",0.064537930101423,0.1
397,400,0.04,"Fixed point linearization","fix","alpha",0.490469067282428,0.5
397,400,0.04,"Fixed point linearization","fix","gamma",1.64796806961569,1.5
397,400,0.04,"Fixed point linearization","fix","beta",1.17236111412741,1.4
397,400,0.04,"Fixed point linearization","fix","sigma[1]",0.468863133228525,0.3
397,400,0.04,"Fixed point linearization","fix","sigma[2]",0.490120237328263,0.5
398,400,0.04,"Fixed point linearization","fix","epsilon",0.067498458679419,0.1
398,400,0.04,"Fixed point linearization","fix","alpha",0.484887258327389,0.5
398,400,0.04,"Fixed point linearization","fix","gamma",1.27446232102787,1.5
398,400,0.04,"Fixed point linearization","fix","beta",0.959116290419192,1.4
398,400,0.04,"Fixed point linearization","fix","sigma[1]",0.459171200777873,0.3
398,400,0.04,"Fixed point linearization","fix","sigma[2]",0.505687066512054,0.5
399,400,0.04,"Fixed point linearization","fix","epsilon",0.068099271133619,0.1
399,400,0.04,"Fixed point linearization","fix","alpha",0.499583620926128,0.5
399,400,0.04,"Fixed point linearization","fix","gamma",1.62940844347629,1.5
399,400,0.04,"Fixed point linearization","fix","beta",1.1844908781024,1.4
399,400,0.04,"Fixed point linearization","fix","sigma[1]",0.500508595954698,0.3
399,400,0.04,"Fixed point linearization","fix","sigma[2]",0.49463538456337,0.5
400,400,0.04,"Fixed point linearization","fix","epsilon",0.0662277165583566,0.1
400,400,0.04,"Fixed point linearization","fix","alpha",0.488479999201478,0.5
400,400,0.04,"Fixed point linearization","fix","gamma",1.52630172969228,1.5
400,400,0.04,"Fixed point linearization","fix","beta",1.13895744253313,1.4
400,400,0.04,"Fixed point linearization","fix","sigma[1]",0.494557000308594,0.3
