"path","ratio","sub_h","method","parameter","estimate","truth"
769,200,0.02,"fix","beta",0.81920534152035,1.4
769,200,0.02,"fix","sigma[1]",0.30958621803976,0.3
769,200,0.02,"fix","sigma[2]",0.489647835302671,0.5
770,200,0.02,"fix","epsilon",0.0980724281367344,0.1
770,200,0.02,"fix","alpha",0.498511676723894,0.5
770,200,0.02,"fix","gamma",1.8290665995175,1.5
770,200,0.02,"fix","beta",1.2108507373082,1.4
770,200,0.02,"fix","sigma[1]",0.30124771224896,0.3
770,200,0.02,"fix","sigma[2]",0.494194359810514,0.5
771,200,0.02,"fix","epsilon",0.0971339298753494,0.1
771,200,0.02,"fix","alpha",0.507464438231907,0.5
771,200,0.02,"fix","gamma",1.17550356338105,1.5
771,200,0.02,"fix","beta",1.03176720070956,1.4
771,200,0.02,"fix","sigma[1]",0.307485491808796,0.3
771,200,0.02,"fix","sigma[2]",0.492711032255715,0.5
772,200,0.02,"fix","epsilon",0.0964883568674989,0.1
772,200,0.02,"fix","alpha",0.486960357305136,0.5
772,200,0.02,"fix","gamma",1.01000026027471,1.5
772,200,0.02,"fix","beta",0.642224017097198,1.4
772,200,0.02,"fix","sigma[1]",0.29605086160579,0.3
772,200,0.02,"fix","sigma[2]",0.504030683701835,0.5
773,200,0.02,"fix","epsilon",0.0995806523884846,0.1
773,200,0.02,"fix","alpha",0.50429916900937,0.5
773,200,0.02,"fix","gamma",1.83674628172362,1.5
773,200,0.02,"fix","beta",1.70175905269578,1.4
773,200,0.02,"fix","sigma[1]",0.307455791221383,0.3
773,200,0.02,"fix","sigma[2]",0.50642029471905,0.5
774,200,0.02,"fix","epsilon",0.0987137314513189,0.1
774,200,0.02,"fix","alpha",0.503903719728731,0.5
774,200,0.02,"fix","gamma",1.61261647133432,1.5
774,200,0.02,"fix","beta",1.30088906435812,1.4
774,200,0.02,"fix","sigma[1]",0.303915404987216,0.3
774,200,0.02,"fix","sigma[2]",0.499620944550341,0.5
775,200,0.02,"fix","epsilon",0.0983863204206207,0.1
775,200,0.02,"fix","alpha",0.491907568597839,0.5
775,200,0.02,"fix","gamma",1.19023134217711,1.5
775,200,0.02,"fix","beta",1.01421781067954,1.4
775,200,0.02,"fix","sigma[1]",0.293529138575136,0.3
775,200,0.02,"fix","sigma[2]",0.505139902557416,0.5
776,200,0.02,"fix","epsilon",0.0986586844788144,0.1
776,200,0.02,"fix","alpha",0.501770385371507,0.5
776,200,0.02,"fix","gamma",1.26598122848972,1.5
776,200,0.02,"fix","beta",1.20944155591364,1.4
776,200,0.02,"fix","sigma[1]",0.3147921751146,0.3
776,200,0.02,"fix","sigma[2]",0.491433653527457,0.5
777,200,0.02,"fix","epsilon",0.0998270941241172,0.1
777,200,0.02,"fix","alpha",0.501151717165016,0.5
777,200,0.02,"fix","gamma",1.12737866100843,1.5
777,200,0.02,"fix","beta",1.05385477229519,1.4
777,200,0.02,"fix","sigma[1]",0.300692351227743,0.3
777,200,0.02,"fix","sigma[2]",0.527167119174111,0.5
778,200,0.02,"fix","epsilon",0.100559306906325,0.1
778,200,0.02,"fix","alpha",0.492822873659869,0.5
778,200,0.02,"fix","gamma",1.14943031127146,1.5
778,200,0.02,"fix","beta",1.07025066806762,1.4
778,200,0.02,"fix","sigma[1]",0.305862391070819,0.3
778,200,0.02,"fix","sigma[2]",0.501159576355685,0.5
779,200,0.02,"fix","epsilon",0.101007881265461,0.1
779,200,0.02,"fix","alpha",0.504035326702716,0.5
779,200,0.02,"fix","gamma",1.54986087380095,1.5
779,200,0.02,"fix","beta",1.40759503045204,1.4
779,200,0.02,"fix","sigma[1]",0.302735047095929,0.3
779,200,0.02,"fix","sigma[2]",0.496039219588611,0.5
780,200,0.02,"fix","epsilon",0.106259862835878,0.1
780,200,0.02,"fix","alpha",0.501029614335013,0.5
780,200,0.02,"fix","gamma",1.19853004568905,1.5
780,200,0.02,"fix","beta",1.01414624116177,1.4
780,200,0.02,"fix","sigma[1]",0.306605161767749,0.3
780,200,0.02,"fix","sigma[2]",0.530047771742792,0.5
781,200,0.02,"fix","epsilon",0.101586452651878,0.1
781,200,0.02,"fix","alpha",0.501546181035713,0.5
781,200,0.02,"fix","gamma",1.01000026742276,1.5
781,200,0.02,"fix","beta",0.815653432453492,1.4
781,200,0.02,"fix","sigma[1]",0.305199584861487,0.3
781,200,0.02,"fix","sigma[2]",0.504274597123257,0.5
782,200,0.02,"fix","epsilon",0.102460762598901,0.1
782,200,0.02,"fix","alpha",0.502519604565017,0.5
782,200,0.02,"fix","gamma",1.35442500367614,1.5
782,200,0.02,"fix","beta",1.33636121922187,1.4
782,200,0.02,"fix","sigma[1]",0.305377932828693,0.3
782,200,0.02,"fix","sigma[2]",0.494565318898214,0.5
783,200,0.02,"fix","epsilon",0.0962642465607883,0.1
783,200,0.02,"fix","alpha",0.510481750669054,0.5
783,200,0.02,"fix","gamma",1.4441852384311,1.5
783,200,0.02,"fix","beta",1.27458602986447,1.4
783,200,0.02,"fix","sigma[1]",0.315060768367579,0.3
783,200,0.02,"fix","sigma[2]",0.48996905902182,0.5
784,200,0.02,"fix","epsilon",0.102807301680791,0.1
784,200,0.02,"fix","alpha",0.490197421742604,0.5
784,200,0.02,"fix","gamma",1.41075618917568,1.5
784,200,0.02,"fix","beta",1.18643674005826,1.4
784,200,0.02,"fix","sigma[1]",0.295525782426186,0.3
784,200,0.02,"fix","sigma[2]",0.488979362853805,0.5
785,200,0.02,"fix","epsilon",0.110647110033065,0.1
785,200,0.02,"fix","alpha",0.493375111417808,0.5
785,200,0.02,"fix","gamma",1.0820659189445,1.5
785,200,0.02,"fix","beta",0.961094684785139,1.4
785,200,0.02,"fix","sigma[1]",0.285848277439559,0.3
785,200,0.02,"fix","sigma[2]",0.512825936047574,0.5
786,200,0.02,"fix","epsilon",0.0959153670165832,0.1
786,200,0.02,"fix","alpha",0.50126096735931,0.5
786,200,0.02,"fix","gamma",1.0100008727879,1.5
786,200,0.02,"fix","beta",0.873440893567476,1.4
786,200,0.02,"fix","sigma[1]",0.320737221970812,0.3
786,200,0.02,"fix","sigma[2]",0.497993813275717,0.5
787,200,0.02,"fix","epsilon",0.101739156328911,0.1
787,200,0.02,"fix","alpha",0.498551082108139,0.5
787,200,0.02,"fix","gamma",1.08631206293874,1.5
787,200,0.02,"fix","beta",1.1091070548281,1.4
787,200,0.02,"fix","sigma[1]",0.310602654906256,0.3
787,200,0.02,"fix","sigma[2]",0.505937673874688,0.5
788,200,0.02,"fix","epsilon",0.103732796663957,0.1
788,200,0.02,"fix","alpha",0.503296477266351,0.5
788,200,0.02,"fix","gamma",1.01000786464539,1.5
788,200,0.02,"fix","beta",0.80525042768874,1.4
788,200,0.02,"fix","sigma[1]",0.299892438777621,0.3
788,200,0.02,"fix","sigma[2]",0.498794102204081,0.5
789,200,0.02,"fix","epsilon",0.100991330266602,0.1
789,200,0.02,"fix","alpha",0.508956113763388,0.5
789,200,0.02,"fix","gamma",1.18943541358934,1.5
789,200,0.02,"fix","beta",1.11275742403934,1.4
789,200,0.02,"fix","sigma[1]",0.30514307058239,0.3
789,200,0.02,"fix","sigma[2]",0.481227974148418,0.5
790,200,0.02,"fix","epsilon",0.10768360672832,0.1
790,200,0.02,"fix","alpha",0.509952335466808,0.5
790,200,0.02,"fix","gamma",1.04407707502312,1.5
790,200,0.02,"fix","beta",1.0563522307094,1.4
790,200,0.02,"fix","sigma[1]",0.304286510659537,0.3
790,200,0.02,"fix","sigma[2]",0.488112525982272,0.5
791,200,0.02,"fix","epsilon",0.0971531082328264,0.1
791,200,0.02,"fix","alpha",0.506901541205934,0.5
791,200,0.02,"fix","gamma",1.20303254131193,1.5
791,200,0.02,"fix","beta",1.04223218032681,1.4
791,200,0.02,"fix","sigma[1]",0.309392793187083,0.3
791,200,0.02,"fix","sigma[2]",0.479362358928286,0.5
792,200,0.02,"fix","epsilon",0.099325071305979,0.1
792,200,0.02,"fix","alpha",0.498512025151579,0.5
792,200,0.02,"fix","gamma",1.31201214575077,1.5
792,200,0.02,"fix","beta",1.03697626739477,1.4
792,200,0.02,"fix","sigma[1]",0.295790422904941,0.3
792,200,0.02,"fix","sigma[2]",0.505616634981442,0.5
793,200,0.02,"fix","epsilon",0.0950841886936215,0.1
793,200,0.02,"fix","alpha",0.506406390990035,0.5
793,200,0.02,"fix","gamma",1.01000122660221,1.5
793,200,0.02,"fix","beta",0.738335253085156,1.4
793,200,0.02,"fix","sigma[1]",0.303182950614653,0.3
793,200,0.02,"fix","sigma[2]",0.500754508950868,0.5
794,200,0.02,"fix","epsilon",0.10253621615004,0.1
794,200,0.02,"fix","alpha",0.508619966779271,0.5
794,200,0.02,"fix","gamma",1.29738187625572,1.5
794,200,0.02,"fix","beta",1.12482602387302,1.4
794,200,0.02,"fix","sigma[1]",0.306388755930766,0.3
794,200,0.02,"fix","sigma[2]",0.497370762092898,0.5
795,200,0.02,"fix","epsilon",0.0984220413429333,0.1
795,200,0.02,"fix","alpha",0.505851254807288,0.5
795,200,0.02,"fix","gamma",1.68406834630775,1.5
795,200,0.02,"fix","beta",1.42675154841614,1.4
795,200,0.02,"fix","sigma[1]",0.308793322866997,0.3
795,200,0.02,"fix","sigma[2]",0.508843713750207,0.5
796,200,0.02,"fix","epsilon",0.101329303199531,0.1
796,200,0.02,"fix","alpha",0.505622964290483,0.5
796,200,0.02,"fix","gamma",1.45649731437169,1.5
796,200,0.02,"fix","beta",1.46117535349375,1.4
796,200,0.02,"fix","sigma[1]",0.289777306895206,0.3
796,200,0.02,"fix","sigma[2]",0.494319721072703,0.5
797,200,0.02,"fix","epsilon",0.0993415768056088,0.1
797,200,0.02,"fix","alpha",0.501094181674865,0.5
797,200,0.02,"fix","gamma",1.01000426110451,1.5
797,200,0.02,"fix","beta",0.72807940050278,1.4
797,200,0.02,"fix","sigma[1]",0.30263351665319,0.3
797,200,0.02,"fix","sigma[2]",0.507698461582384,0.5
798,200,0.02,"fix","epsilon",0.102872088442106,0.1
798,200,0.02,"fix","alpha",0.498058986994661,0.5
798,200,0.02,"fix","gamma",1.17841131212561,1.5
798,200,0.02,"fix","beta",1.35656845674028,1.4
798,200,0.02,"fix","sigma[1]",0.303430151986282,0.3
798,200,0.02,"fix","sigma[2]",0.501799409498282,0.5
799,200,0.02,"fix","epsilon",0.100805615231427,0.1
799,200,0.02,"fix","alpha",0.509175647705436,0.5
799,200,0.02,"fix","gamma",1.18155807144316,1.5
799,200,0.02,"fix","beta",1.05190034150837,1.4
799,200,0.02,"fix","sigma[1]",0.30798739776526,0.3
799,200,0.02,"fix","sigma[2]",0.510298365190108,0.5
800,200,0.02,"fix","epsilon",0.0985979839577833,0.1
800,200,0.02,"fix","alpha",0.509910885649777,0.5
800,200,0.02,"fix","gamma",1.1952152871805,1.5
800,200,0.02,"fix","beta",1.00743824036389,1.4
800,200,0.02,"fix","sigma[1]",0.293571164945769,0.3
800,200,0.02,"fix","sigma[2]",0.520200909512695,0.5
801,200,0.02,"fix","epsilon",0.102569084640852,0.1
801,200,0.02,"fix","alpha",0.504865922001011,0.5
801,200,0.02,"fix","gamma",1.39889270026152,1.5
801,200,0.02,"fix","beta",0.973175785109363,1.4
801,200,0.02,"fix","sigma[1]",0.302598694453874,0.3
801,200,0.02,"fix","sigma[2]",0.509096812000094,0.5
802,200,0.02,"fix","epsilon",0.103636913031818,0.1
802,200,0.02,"fix","alpha",0.507049952225622,0.5
802,200,0.02,"fix","gamma",1.20624159327024,1.5
802,200,0.02,"fix","beta",0.992531030402184,1.4
802,200,0.02,"fix","sigma[1]",0.300815919713486,0.3
802,200,0.02,"fix","sigma[2]",0.511235916182865,0.5
803,200,0.02,"fix","epsilon",0.0992469624530282,0.1
803,200,0.02,"fix","alpha",0.487071858799918,0.5
803,200,0.02,"fix","gamma",1.41013597520144,1.5
803,200,0.02,"fix","beta",1.42091779643522,1.4
803,200,0.02,"fix","sigma[1]",0.299039261286976,0.3
803,200,0.02,"fix","sigma[2]",0.498979056984427,0.5
804,200,0.02,"fix","epsilon",0.10488775073109,0.1
804,200,0.02,"fix","alpha",0.502198311670114,0.5
804,200,0.02,"fix","gamma",1.0957649899181,1.5
804,200,0.02,"fix","beta",1.22498868286336,1.4
804,200,0.02,"fix","sigma[1]",0.293861813769741,0.3
804,200,0.02,"fix","sigma[2]",0.524992960676155,0.5
805,200,0.02,"fix","epsilon",0.101938969548332,0.1
805,200,0.02,"fix","alpha",0.493722898480235,0.5
805,200,0.02,"fix","gamma",1.46980709252925,1.5
805,200,0.02,"fix","beta",1.22786577982037,1.4
805,200,0.02,"fix","sigma[1]",0.304681901748279,0.3
805,200,0.02,"fix","sigma[2]",0.48418839719582,0.5
806,200,0.02,"fix","epsilon",0.103271826541401,0.1
806,200,0.02,"fix","alpha",0.501838425612767,0.5
806,200,0.02,"fix","gamma",1.87227378095357,1.5
806,200,0.02,"fix","beta",1.77433470881732,1.4
806,200,0.02,"fix","sigma[1]",0.312117588601962,0.3
806,200,0.02,"fix","sigma[2]",0.492666184596537,0.5
807,200,0.02,"fix","epsilon",0.101955716274848,0.1
807,200,0.02,"fix","alpha",0.501327625920651,0.5
807,200,0.02,"fix","gamma",1.77766910429828,1.5
807,200,0.02,"fix","beta",1.50225215948673,1.4
807,200,0.02,"fix","sigma[1]",0.301987778075978,0.3
807,200,0.02,"fix","sigma[2]",0.509086150572331,0.5
808,200,0.02,"fix","epsilon",0.0943880138181856,0.1
808,200,0.02,"fix","alpha",0.491197618433872,0.5
808,200,0.02,"fix","gamma",1.14815473714564,1.5
808,200,0.02,"fix","beta",1.06567505057534,1.4
808,200,0.02,"fix","sigma[1]",0.301265562255737,0.3
808,200,0.02,"fix","sigma[2]",0.488393152327761,0.5
809,200,0.02,"fix","epsilon",0.100222273932557,0.1
809,200,0.02,"fix","alpha",0.507411113676902,0.5
809,200,0.02,"fix","gamma",1.53694296866773,1.5
809,200,0.02,"fix","beta",1.48219328386272,1.4
809,200,0.02,"fix","sigma[1]",0.3037947941719,0.3
809,200,0.02,"fix","sigma[2]",0.489307682663165,0.5
810,200,0.02,"fix","epsilon",0.0967809922546462,0.1
810,200,0.02,"fix","alpha",0.506146418516339,0.5
810,200,0.02,"fix","gamma",1.01000245473333,1.5
810,200,0.02,"fix","beta",0.84840949235103,1.4
810,200,0.02,"fix","sigma[1]",0.311838351769421,0.3
810,200,0.02,"fix","sigma[2]",0.519174301525645,0.5
811,200,0.02,"fix","epsilon",0.104425965812277,0.1
811,200,0.02,"fix","alpha",0.492163258325551,0.5
811,200,0.02,"fix","gamma",1.01000367746192,1.5
811,200,0.02,"fix","beta",0.986766025781857,1.4
811,200,0.02,"fix","sigma[1]",0.302342880036854,0.3
811,200,0.02,"fix","sigma[2]",0.490153377034517,0.5
812,200,0.02,"fix","epsilon",0.10065509630919,0.1
812,200,0.02,"fix","alpha",0.498618251763817,0.5
812,200,0.02,"fix","gamma",1.13737766651955,1.5
812,200,0.02,"fix","beta",1.20607044294841,1.4
812,200,0.02,"fix","sigma[1]",0.303577604184432,0.3
812,200,0.02,"fix","sigma[2]",0.497678597127436,0.5
813,200,0.02,"fix","epsilon",0.102001903368771,0.1
813,200,0.02,"fix","alpha",0.505021934057214,0.5
813,200,0.02,"fix","gamma",1.05555618077271,1.5
813,200,0.02,"fix","beta",1.03452509869392,1.4
813,200,0.02,"fix","sigma[1]",0.299564049821495,0.3
813,200,0.02,"fix","sigma[2]",0.47982938543805,0.5
814,200,0.02,"fix","epsilon",0.0988029702193303,0.1
814,200,0.02,"fix","alpha",0.490401101784277,0.5
814,200,0.02,"fix","gamma",1.01000016942514,1.5
814,200,0.02,"fix","beta",0.634467145280797,1.4
814,200,0.02,"fix","sigma[1]",0.301943747863307,0.3
814,200,0.02,"fix","sigma[2]",0.508725679063989,0.5
815,200,0.02,"fix","epsilon",0.0992876436885368,0.1
815,200,0.02,"fix","alpha",0.503636105756594,0.5
815,200,0.02,"fix","gamma",1.18327284960615,1.5
815,200,0.02,"fix","beta",1.10999928851175,1.4
815,200,0.02,"fix","sigma[1]",0.299414262195298,0.3
815,200,0.02,"fix","sigma[2]",0.491436382053148,0.5
816,200,0.02,"fix","epsilon",0.101523286500091,0.1
816,200,0.02,"fix","alpha",0.4908854293757,0.5
816,200,0.02,"fix","gamma",1.31793531627275,1.5
816,200,0.02,"fix","beta",1.21635077457915,1.4
816,200,0.02,"fix","sigma[1]",0.306904810270465,0.3
816,200,0.02,"fix","sigma[2]",0.480949472911086,0.5
817,200,0.02,"fix","epsilon",0.10176324270216,0.1
817,200,0.02,"fix","alpha",0.491582979229017,0.5
817,200,0.02,"fix","gamma",1.18601494735312,1.5
817,200,0.02,"fix","beta",1.12465435180136,1.4
817,200,0.02,"fix","sigma[1]",0.304781419522489,0.3
817,200,0.02,"fix","sigma[2]",0.517674013755124,0.5
818,200,0.02,"fix","epsilon",0.0988439734360567,0.1
818,200,0.02,"fix","alpha",0.502361617492951,0.5
818,200,0.02,"fix","gamma",1.59923162022455,1.5
818,200,0.02,"fix","beta",1.43863279174226,1.4
818,200,0.02,"fix","sigma[1]",0.302698936618427,0.3
818,200,0.02,"fix","sigma[2]",0.50387688423977,0.5
819,200,0.02,"fix","epsilon",0.0979615860354045,0.1
819,200,0.02,"fix","alpha",0.507786694985737,0.5
819,200,0.02,"fix","gamma",1.18687536498004,1.5
819,200,0.02,"fix","beta",1.0591432090092,1.4
819,200,0.02,"fix","sigma[1]",0.301238214023722,0.3
819,200,0.02,"fix","sigma[2]",0.49176642609784,0.5
820,200,0.02,"fix","epsilon",0.0991620727410317,0.1
820,200,0.02,"fix","alpha",0.493886365009224,0.5
820,200,0.02,"fix","gamma",1.32303873730645,1.5
820,200,0.02,"fix","beta",0.950692852966519,1.4
820,200,0.02,"fix","sigma[1]",0.307418361816264,0.3
820,200,0.02,"fix","sigma[2]",0.504874496526458,0.5
821,200,0.02,"fix","epsilon",0.104065564638422,0.1
821,200,0.02,"fix","alpha",0.5055548242692,0.5
821,200,0.02,"fix","gamma",1.26557169356156,1.5
821,200,0.02,"fix","beta",1.30530986420975,1.4
821,200,0.02,"fix","sigma[1]",0.302963523641977,0.3
821,200,0.02,"fix","sigma[2]",0.493079455171637,0.5
822,200,0.02,"fix","epsilon",0.101481344684803,0.1
822,200,0.02,"fix","alpha",0.495553206998986,0.5
822,200,0.02,"fix","gamma",1.69002094003156,1.5
822,200,0.02,"fix","beta",1.33282572346123,1.4
822,200,0.02,"fix","sigma[1]",0.311117326678806,0.3
822,200,0.02,"fix","sigma[2]",0.498154270667252,0.5
823,200,0.02,"fix","epsilon",0.102682312703173,0.1
823,200,0.02,"fix","alpha",0.50715817574062,0.5
823,200,0.02,"fix","gamma",1.68068807290469,1.5
823,200,0.02,"fix","beta",1.48175740866234,1.4
823,200,0.02,"fix","sigma[1]",0.306813516356434,0.3
823,200,0.02,"fix","sigma[2]",0.469286514450616,0.5
824,200,0.02,"fix","epsilon",0.0931119954589446,0.1
824,200,0.02,"fix","alpha",0.504939254599909,0.5
824,200,0.02,"fix","gamma",1.0100008433734,1.5
824,200,0.02,"fix","beta",0.745719811162812,1.4
824,200,0.02,"fix","sigma[1]",0.358431170621445,0.3
824,200,0.02,"fix","sigma[2]",0.516968802519061,0.5
825,200,0.02,"fix","epsilon",0.0990533407834904,0.1
825,200,0.02,"fix","alpha",0.494425506454478,0.5
825,200,0.02,"fix","gamma",1.03933585340505,1.5
825,200,0.02,"fix","beta",1.0069876142519,1.4
825,200,0.02,"fix","sigma[1]",0.292952549317488,0.3
825,200,0.02,"fix","sigma[2]",0.503239801035182,0.5
826,200,0.02,"fix","epsilon",0.0993298166935577,0.1
826,200,0.02,"fix","alpha",0.500603504049122,0.5
826,200,0.02,"fix","gamma",1.1771966806429,1.5
826,200,0.02,"fix","beta",1.19574981441477,1.4
826,200,0.02,"fix","sigma[1]",0.314511658727898,0.3
826,200,0.02,"fix","sigma[2]",0.524282221839902,0.5
827,200,0.02,"fix","epsilon",0.103898614108388,0.1
827,200,0.02,"fix","alpha",0.499566580960478,0.5
827,200,0.02,"fix","gamma",1.44142080641028,1.5
827,200,0.02,"fix","beta",1.1337537342929,1.4
827,200,0.02,"fix","sigma[1]",0.312285028248508,0.3
827,200,0.02,"fix","sigma[2]",0.49624025656929,0.5
828,200,0.02,"fix","epsilon",0.100930939821788,0.1
828,200,0.02,"fix","alpha",0.498008340799008,0.5
828,200,0.02,"fix","gamma",1.23650358875321,1.5
828,200,0.02,"fix","beta",0.987123269426242,1.4
828,200,0.02,"fix","sigma[1]",0.316237767050402,0.3
828,200,0.02,"fix","sigma[2]",0.490521927984466,0.5
829,200,0.02,"fix","epsilon",0.0990650432214777,0.1
829,200,0.02,"fix","alpha",0.504064520959313,0.5
829,200,0.02,"fix","gamma",1.21686094680943,1.5
829,200,0.02,"fix","beta",1.01490143263744,1.4
829,200,0.02,"fix","sigma[1]",0.308356370212166,0.3
829,200,0.02,"fix","sigma[2]",0.497779618234165,0.5
830,200,0.02,"fix","epsilon",0.104942855430257,0.1
830,200,0.02,"fix","alpha",0.503867028146476,0.5
830,200,0.02,"fix","gamma",1.09020237517708,1.5
830,200,0.02,"fix","beta",1.07970802494491,1.4
830,200,0.02,"fix","sigma[1]",0.295213281199082,0.3
830,200,0.02,"fix","sigma[2]",0.49615797103496,0.5
831,200,0.02,"fix","epsilon",0.103090333746872,0.1
831,200,0.02,"fix","alpha",0.505927704802294,0.5
831,200,0.02,"fix","gamma",1.78741714461263,1.5
831,200,0.02,"fix","beta",1.69831183172466,1.4
831,200,0.02,"fix","sigma[1]",0.294101503455358,0.3
831,200,0.02,"fix","sigma[2]",0.507253663084222,0.5
832,200,0.02,"fix","epsilon",0.101467375093691,0.1
832,200,0.02,"fix","alpha",0.493291785822727,0.5
832,200,0.02,"fix","gamma",1.81388893987297,1.5
832,200,0.02,"fix","beta",1.45039757043983,1.4
832,200,0.02,"fix","sigma[1]",0.305226044098365,0.3
832,200,0.02,"fix","sigma[2]",0.519006928694151,0.5
833,200,0.02,"fix","epsilon",0.0994772701611508,0.1
833,200,0.02,"fix","alpha",0.504374338211306,0.5
833,200,0.02,"fix","gamma",1.37184607018409,1.5
833,200,0.02,"fix","beta",1.35013560463498,1.4
833,200,0.02,"fix","sigma[1]",0.309126219320714,0.3
833,200,0.02,"fix","sigma[2]",0.494492519509608,0.5
834,200,0.02,"fix","epsilon",0.097075734696868,0.1
834,200,0.02,"fix","alpha",0.495394889785213,0.5
834,200,0.02,"fix","gamma",1.16945104296728,1.5
834,200,0.02,"fix","beta",1.01760529666882,1.4
834,200,0.02,"fix","sigma[1]",0.301667688598202,0.3
834,200,0.02,"fix","sigma[2]",0.490412487135673,0.5
835,200,0.02,"fix","epsilon",0.10354539350817,0.1
835,200,0.02,"fix","alpha",0.498259303189214,0.5
835,200,0.02,"fix","gamma",1.11758238708262,1.5
835,200,0.02,"fix","beta",1.0472269999476,1.4
835,200,0.02,"fix","sigma[1]",0.296744983832959,0.3
835,200,0.02,"fix","sigma[2]",0.507709961882394,0.5
836,200,0.02,"fix","epsilon",0.100925964686576,0.1
836,200,0.02,"fix","alpha",0.499050512797395,0.5
836,200,0.02,"fix","gamma",1.0944562288092,1.5
836,200,0.02,"fix","beta",1.09474267727097,1.4
836,200,0.02,"fix","sigma[1]",0.308926104586333,0.3
836,200,0.02,"fix","sigma[2]",0.496824912038923,0.5
837,200,0.02,"fix","epsilon",0.102439790999648,0.1
837,200,0.02,"fix","alpha",0.492581399831794,0.5
837,200,0.02,"fix","gamma",1.31315794094768,1.5
837,200,0.02,"fix","beta",1.30761656305145,1.4
837,200,0.02,"fix","sigma[1]",0.299516275715052,0.3
837,200,0.02,"fix","sigma[2]",0.498982253260209,0.5
838,200,0.02,"fix","epsilon",0.10006885450329,0.1
838,200,0.02,"fix","alpha",0.490469055155354,0.5
838,200,0.02,"fix","gamma",1.44945843357547,1.5
838,200,0.02,"fix","beta",1.40708636372778,1.4
838,200,0.02,"fix","sigma[1]",0.30898766627586,0.3
838,200,0.02,"fix","sigma[2]",0.499268160630679,0.5
839,200,0.02,"fix","epsilon",0.100474692383021,0.1
839,200,0.02,"fix","alpha",0.499420688238842,0.5
839,200,0.02,"fix","gamma",1.65649343050758,1.5
839,200,0.02,"fix","beta",1.40577109261761,1.4
839,200,0.02,"fix","sigma[1]",0.300879260970057,0.3
839,200,0.02,"fix","sigma[2]",0.465485336681147,0.5
840,200,0.02,"fix","epsilon",0.104010164269177,0.1
840,200,0.02,"fix","alpha",0.503891923743946,0.5
840,200,0.02,"fix","gamma",1.18298715337385,1.5
840,200,0.02,"fix","beta",1.22666014146142,1.4
840,200,0.02,"fix","sigma[1]",0.304690638545751,0.3
840,200,0.02,"fix","sigma[2]",0.48077400064095,0.5
841,200,0.02,"fix","epsilon",0.0966613125485561,0.1
841,200,0.02,"fix","alpha",0.499587832319762,0.5
841,200,0.02,"fix","gamma",1.17743343264433,1.5
841,200,0.02,"fix","beta",1.23920424140544,1.4
841,200,0.02,"fix","sigma[1]",0.308646010741005,0.3
841,200,0.02,"fix","sigma[2]",0.512897708712866,0.5
842,200,0.02,"fix","epsilon",0.099684612962356,0.1
842,200,0.02,"fix","alpha",0.510572254365159,0.5
842,200,0.02,"fix","gamma",1.6415803220165,1.5
842,200,0.02,"fix","beta",1.33543912198202,1.4
842,200,0.02,"fix","sigma[1]",0.304228783364289,0.3
842,200,0.02,"fix","sigma[2]",0.503640052945012,0.5
843,200,0.02,"fix","epsilon",0.100203550076387,0.1
843,200,0.02,"fix","alpha",0.50043843657291,0.5
843,200,0.02,"fix","gamma",1.17798090905972,1.5
843,200,0.02,"fix","beta",1.23659541853207,1.4
843,200,0.02,"fix","sigma[1]",0.283878502783364,0.3
843,200,0.02,"fix","sigma[2]",0.494155868339621,0.5
844,200,0.02,"fix","epsilon",0.111472441304493,0.1
844,200,0.02,"fix","alpha",0.501469900048374,0.5
844,200,0.02,"fix","gamma",1.08940461259453,1.5
844,200,0.02,"fix","beta",1.14159613853837,1.4
844,200,0.02,"fix","sigma[1]",0.292613119779075,0.3
844,200,0.02,"fix","sigma[2]",0.521143913432453,0.5
845,200,0.02,"fix","epsilon",0.100634352156386,0.1
845,200,0.02,"fix","alpha",0.496475730464917,0.5
845,200,0.02,"fix","gamma",1.25731116584751,1.5
845,200,0.02,"fix","beta",1.11799749733977,1.4
845,200,0.02,"fix","sigma[1]",0.30399897774854,0.3
845,200,0.02,"fix","sigma[2]",0.502834945631057,0.5
846,200,0.02,"fix","epsilon",0.100463409307432,0.1
846,200,0.02,"fix","alpha",0.492346965121712,0.5
846,200,0.02,"fix","gamma",1.16155539861877,1.5
846,200,0.02,"fix","beta",1.03601296677877,1.4
846,200,0.02,"fix","sigma[1]",0.292253949311424,0.3
846,200,0.02,"fix","sigma[2]",0.503948952097057,0.5
847,200,0.02,"fix","epsilon",0.0987736000937869,0.1
847,200,0.02,"fix","alpha",0.498599391873399,0.5
847,200,0.02,"fix","gamma",1.01000150596385,1.5
847,200,0.02,"fix","beta",1.04595344175538,1.4
847,200,0.02,"fix","sigma[1]",0.297863632772307,0.3
847,200,0.02,"fix","sigma[2]",0.486763188731699,0.5
848,200,0.02,"fix","epsilon",0.0968541831629043,0.1
848,200,0.02,"fix","alpha",0.499711169440292,0.5
848,200,0.02,"fix","gamma",1.10676426806002,1.5
848,200,0.02,"fix","beta",1.04200342576095,1.4
848,200,0.02,"fix","sigma[1]",0.306993533368129,0.3
848,200,0.02,"fix","sigma[2]",0.495279152667003,0.5
849,200,0.02,"fix","epsilon",0.100008926100084,0.1
849,200,0.02,"fix","alpha",0.499562185013693,0.5
849,200,0.02,"fix","gamma",1.66794588485821,1.5
