"path","ratio","sub_h","method","parameter","estimate","truth"
84,400,0.04,"new_piecewise taylor","alpha",0.4926798716087,0.5
84,400,0.04,"new_piecewise taylor","gamma",1.39208349508999,1.5
84,400,0.04,"new_piecewise taylor","beta",1.29452597171194,1.4
84,400,0.04,"new_piecewise taylor","sigma[1]",0.306542133635883,0.3
84,400,0.04,"new_piecewise taylor","sigma[2]",0.497793941768568,0.5
85,400,0.04,"new_piecewise taylor","epsilon",0.0970720885472649,0.1
85,400,0.04,"new_piecewise taylor","alpha",0.492682207229545,0.5
85,400,0.04,"new_piecewise taylor","gamma",1.19414515210101,1.5
85,400,0.04,"new_piecewise taylor","beta",0.993208919501417,1.4
85,400,0.04,"new_piecewise taylor","sigma[1]",0.32038301611807,0.3
85,400,0.04,"new_piecewise taylor","sigma[2]",0.475505454990036,0.5
86,400,0.04,"new_piecewise taylor","epsilon",0.0968432690864435,0.1
86,400,0.04,"new_piecewise taylor","alpha",0.504658417393591,0.5
86,400,0.04,"new_piecewise taylor","gamma",1.01000073572292,1.5
86,400,0.04,"new_piecewise taylor","beta",0.963058141549788,1.4
86,400,0.04,"new_piecewise taylor","sigma[1]",0.300779338738421,0.3
86,400,0.04,"new_piecewise taylor","sigma[2]",0.508159450970881,0.5
87,400,0.04,"new_piecewise taylor","epsilon",0.101775156260509,0.1
87,400,0.04,"new_piecewise taylor","alpha",0.512626794541465,0.5
87,400,0.04,"new_piecewise taylor","gamma",1.01000064966225,1.5
87,400,0.04,"new_piecewise taylor","beta",0.575808596064413,1.4
87,400,0.04,"new_piecewise taylor","sigma[1]",0.294783955408301,0.3
87,400,0.04,"new_piecewise taylor","sigma[2]",0.533338620126606,0.5
88,400,0.04,"new_piecewise taylor","epsilon",0.101890048875342,0.1
88,400,0.04,"new_piecewise taylor","alpha",0.506424584253068,0.5
88,400,0.04,"new_piecewise taylor","gamma",1.31574822088077,1.5
88,400,0.04,"new_piecewise taylor","beta",1.25832581697948,1.4
88,400,0.04,"new_piecewise taylor","sigma[1]",0.292865614053424,0.3
88,400,0.04,"new_piecewise taylor","sigma[2]",0.51375851428573,0.5
89,400,0.04,"new_piecewise taylor","epsilon",0.0949266563095121,0.1
89,400,0.04,"new_piecewise taylor","alpha",0.495729188591052,0.5
89,400,0.04,"new_piecewise taylor","gamma",1.01000021491697,1.5
89,400,0.04,"new_piecewise taylor","beta",0.667174159532757,1.4
89,400,0.04,"new_piecewise taylor","sigma[1]",0.313581269080632,0.3
89,400,0.04,"new_piecewise taylor","sigma[2]",0.546348139767332,0.5
90,400,0.04,"new_piecewise taylor","epsilon",0.100878233788935,0.1
90,400,0.04,"new_piecewise taylor","alpha",0.489192924644467,0.5
90,400,0.04,"new_piecewise taylor","gamma",1.48172955062983,1.5
90,400,0.04,"new_piecewise taylor","beta",1.40419659287448,1.4
90,400,0.04,"new_piecewise taylor","sigma[1]",0.301339348057017,0.3
90,400,0.04,"new_piecewise taylor","sigma[2]",0.5089374367578,0.5
91,400,0.04,"new_piecewise taylor","epsilon",0.0991050130613066,0.1
91,400,0.04,"new_piecewise taylor","alpha",0.506855935141818,0.5
91,400,0.04,"new_piecewise taylor","gamma",1.17543767800058,1.5
91,400,0.04,"new_piecewise taylor","beta",1.21783431274756,1.4
91,400,0.04,"new_piecewise taylor","sigma[1]",0.322443891126094,0.3
91,400,0.04,"new_piecewise taylor","sigma[2]",0.506597409232748,0.5
92,400,0.04,"new_piecewise taylor","epsilon",0.0945512142523858,0.1
92,400,0.04,"new_piecewise taylor","alpha",0.492766760142302,0.5
92,400,0.04,"new_piecewise taylor","gamma",1.7501653108656,1.5
92,400,0.04,"new_piecewise taylor","beta",1.75532970282476,1.4
92,400,0.04,"new_piecewise taylor","sigma[1]",0.304845979160072,0.3
92,400,0.04,"new_piecewise taylor","sigma[2]",0.491134383749198,0.5
93,400,0.04,"new_piecewise taylor","epsilon",0.100672314832727,0.1
93,400,0.04,"new_piecewise taylor","alpha",0.496676577442126,0.5
93,400,0.04,"new_piecewise taylor","gamma",1.48195458251348,1.5
93,400,0.04,"new_piecewise taylor","beta",1.22902051446364,1.4
93,400,0.04,"new_piecewise taylor","sigma[1]",0.300227242475625,0.3
93,400,0.04,"new_piecewise taylor","sigma[2]",0.517115189027275,0.5
94,400,0.04,"new_piecewise taylor","epsilon",0.0940226164969278,0.1
94,400,0.04,"new_piecewise taylor","alpha",0.489729160383983,0.5
94,400,0.04,"new_piecewise taylor","gamma",1.11119544934725,1.5
94,400,0.04,"new_piecewise taylor","beta",1.07517290748461,1.4
94,400,0.04,"new_piecewise taylor","sigma[1]",0.316500945522492,0.3
94,400,0.04,"new_piecewise taylor","sigma[2]",0.513029095480802,0.5
95,400,0.04,"new_piecewise taylor","epsilon",0.102923500830044,0.1
95,400,0.04,"new_piecewise taylor","alpha",0.489883207987857,0.5
95,400,0.04,"new_piecewise taylor","gamma",1.20378949206858,1.5
95,400,0.04,"new_piecewise taylor","beta",1.22109069977552,1.4
95,400,0.04,"new_piecewise taylor","sigma[1]",0.300002939471555,0.3
95,400,0.04,"new_piecewise taylor","sigma[2]",0.493407650896326,0.5
96,400,0.04,"new_piecewise taylor","epsilon",0.0988950313973435,0.1
96,400,0.04,"new_piecewise taylor","alpha",0.49371597534231,0.5
96,400,0.04,"new_piecewise taylor","gamma",1.82741668645424,1.5
96,400,0.04,"new_piecewise taylor","beta",1.57249433639031,1.4
96,400,0.04,"new_piecewise taylor","sigma[1]",0.301737414134354,0.3
96,400,0.04,"new_piecewise taylor","sigma[2]",0.490017894142987,0.5
97,400,0.04,"new_piecewise taylor","epsilon",0.0966762061034724,0.1
97,400,0.04,"new_piecewise taylor","alpha",0.487894517763184,0.5
97,400,0.04,"new_piecewise taylor","gamma",1.26307139828683,1.5
97,400,0.04,"new_piecewise taylor","beta",1.35527861930532,1.4
97,400,0.04,"new_piecewise taylor","sigma[1]",0.310205801220408,0.3
97,400,0.04,"new_piecewise taylor","sigma[2]",0.518551749744184,0.5
98,400,0.04,"new_piecewise taylor","epsilon",0.0949048357813224,0.1
98,400,0.04,"new_piecewise taylor","alpha",0.50585816982493,0.5
98,400,0.04,"new_piecewise taylor","gamma",1.01000003522405,1.5
98,400,0.04,"new_piecewise taylor","beta",1.2331947527314,1.4
98,400,0.04,"new_piecewise taylor","sigma[1]",0.349337403511247,0.3
98,400,0.04,"new_piecewise taylor","sigma[2]",0.463485616778865,0.5
99,400,0.04,"new_piecewise taylor","epsilon",0.0952646589895765,0.1
99,400,0.04,"new_piecewise taylor","alpha",0.488904558493697,0.5
99,400,0.04,"new_piecewise taylor","gamma",1.10971054785691,1.5
99,400,0.04,"new_piecewise taylor","beta",1.18931210080806,1.4
99,400,0.04,"new_piecewise taylor","sigma[1]",0.296475171060598,0.3
99,400,0.04,"new_piecewise taylor","sigma[2]",0.495443361975399,0.5
100,400,0.04,"new_piecewise taylor","epsilon",0.0959367362945564,0.1
100,400,0.04,"new_piecewise taylor","alpha",0.484470168760101,0.5
100,400,0.04,"new_piecewise taylor","gamma",1.37181314807396,1.5
100,400,0.04,"new_piecewise taylor","beta",1.27722075428899,1.4
100,400,0.04,"new_piecewise taylor","sigma[1]",0.304529493674449,0.3
100,400,0.04,"new_piecewise taylor","sigma[2]",0.501122794710789,0.5
101,400,0.04,"new_piecewise taylor","epsilon",0.0919830400312242,0.1
101,400,0.04,"new_piecewise taylor","alpha",0.500556057576316,0.5
101,400,0.04,"new_piecewise taylor","gamma",1.3682223332537,1.5
101,400,0.04,"new_piecewise taylor","beta",1.72411794557111,1.4
101,400,0.04,"new_piecewise taylor","sigma[1]",0.309034047493706,0.3
101,400,0.04,"new_piecewise taylor","sigma[2]",0.511940646581757,0.5
102,400,0.04,"new_piecewise taylor","epsilon",0.0973046558095743,0.1
102,400,0.04,"new_piecewise taylor","alpha",0.503479409009698,0.5
102,400,0.04,"new_piecewise taylor","gamma",1.23634082766946,1.5
102,400,0.04,"new_piecewise taylor","beta",1.39732096899776,1.4
102,400,0.04,"new_piecewise taylor","sigma[1]",0.288555934472958,0.3
102,400,0.04,"new_piecewise taylor","sigma[2]",0.52147904804954,0.5
103,400,0.04,"new_piecewise taylor","epsilon",0.0969038979000213,0.1
103,400,0.04,"new_piecewise taylor","alpha",0.497831948997127,0.5
103,400,0.04,"new_piecewise taylor","gamma",1.43968236147556,1.5
103,400,0.04,"new_piecewise taylor","beta",1.5745537920719,1.4
103,400,0.04,"new_piecewise taylor","sigma[1]",0.306393158760945,0.3
103,400,0.04,"new_piecewise taylor","sigma[2]",0.509894615774888,0.5
104,400,0.04,"new_piecewise taylor","epsilon",0.0968348593884875,0.1
104,400,0.04,"new_piecewise taylor","alpha",0.500075793440837,0.5
104,400,0.04,"new_piecewise taylor","gamma",1.67416184445107,1.5
104,400,0.04,"new_piecewise taylor","beta",1.50231261069825,1.4
104,400,0.04,"new_piecewise taylor","sigma[1]",0.304264208638167,0.3
104,400,0.04,"new_piecewise taylor","sigma[2]",0.512064103920087,0.5
105,400,0.04,"new_piecewise taylor","epsilon",0.0999469488754333,0.1
105,400,0.04,"new_piecewise taylor","alpha",0.503331419647306,0.5
105,400,0.04,"new_piecewise taylor","gamma",1.15923886235433,1.5
105,400,0.04,"new_piecewise taylor","beta",1.23140420864503,1.4
105,400,0.04,"new_piecewise taylor","sigma[1]",0.302931368630981,0.3
105,400,0.04,"new_piecewise taylor","sigma[2]",0.511562186689546,0.5
106,400,0.04,"new_piecewise taylor","epsilon",0.094378010622274,0.1
106,400,0.04,"new_piecewise taylor","alpha",0.50324153249718,0.5
106,400,0.04,"new_piecewise taylor","gamma",1.01000007641423,1.5
106,400,0.04,"new_piecewise taylor","beta",0.467895801678971,1.4
106,400,0.04,"new_piecewise taylor","sigma[1]",0.336464094539631,0.3
106,400,0.04,"new_piecewise taylor","sigma[2]",0.495951734906898,0.5
107,400,0.04,"new_piecewise taylor","epsilon",0.100084229500237,0.1
107,400,0.04,"new_piecewise taylor","alpha",0.484839664167145,0.5
107,400,0.04,"new_piecewise taylor","gamma",1.23628744690248,1.5
107,400,0.04,"new_piecewise taylor","beta",1.14074751685207,1.4
107,400,0.04,"new_piecewise taylor","sigma[1]",0.307859878851185,0.3
107,400,0.04,"new_piecewise taylor","sigma[2]",0.5055752166447,0.5
108,400,0.04,"new_piecewise taylor","epsilon",0.0991522853310783,0.1
108,400,0.04,"new_piecewise taylor","alpha",0.504959287511878,0.5
108,400,0.04,"new_piecewise taylor","gamma",1.38148838409179,1.5
108,400,0.04,"new_piecewise taylor","beta",1.26715839774167,1.4
108,400,0.04,"new_piecewise taylor","sigma[1]",0.310830413507163,0.3
108,400,0.04,"new_piecewise taylor","sigma[2]",0.50830883734079,0.5
109,400,0.04,"new_piecewise taylor","epsilon",0.097465772332192,0.1
109,400,0.04,"new_piecewise taylor","alpha",0.502325819805888,0.5
109,400,0.04,"new_piecewise taylor","gamma",1.13259966861703,1.5
109,400,0.04,"new_piecewise taylor","beta",1.16032996605597,1.4
109,400,0.04,"new_piecewise taylor","sigma[1]",0.313789360422607,0.3
109,400,0.04,"new_piecewise taylor","sigma[2]",0.492462450670078,0.5
110,400,0.04,"new_piecewise taylor","epsilon",0.099249145798729,0.1
110,400,0.04,"new_piecewise taylor","alpha",0.497316854087841,0.5
110,400,0.04,"new_piecewise taylor","gamma",1.68281448078918,1.5
110,400,0.04,"new_piecewise taylor","beta",1.5985733763087,1.4
110,400,0.04,"new_piecewise taylor","sigma[1]",0.309847649421718,0.3
110,400,0.04,"new_piecewise taylor","sigma[2]",0.503722897378571,0.5
111,400,0.04,"new_piecewise taylor","epsilon",0.0987638268839453,0.1
111,400,0.04,"new_piecewise taylor","alpha",0.497103000620432,0.5
111,400,0.04,"new_piecewise taylor","gamma",1.21127029952434,1.5
111,400,0.04,"new_piecewise taylor","beta",1.26721329027455,1.4
111,400,0.04,"new_piecewise taylor","sigma[1]",0.306130200062714,0.3
111,400,0.04,"new_piecewise taylor","sigma[2]",0.516222155303261,0.5
112,400,0.04,"new_piecewise taylor","epsilon",0.098931256090494,0.1
112,400,0.04,"new_piecewise taylor","alpha",0.49168599572929,0.5
112,400,0.04,"new_piecewise taylor","gamma",1.01000184959343,1.5
112,400,0.04,"new_piecewise taylor","beta",0.836541615539349,1.4
112,400,0.04,"new_piecewise taylor","sigma[1]",0.303886656687926,0.3
112,400,0.04,"new_piecewise taylor","sigma[2]",0.49888704373988,0.5
113,400,0.04,"new_piecewise taylor","epsilon",0.100593195491509,0.1
113,400,0.04,"new_piecewise taylor","alpha",0.50726027230019,0.5
113,400,0.04,"new_piecewise taylor","gamma",1.16766197620861,1.5
113,400,0.04,"new_piecewise taylor","beta",0.940291783833291,1.4
113,400,0.04,"new_piecewise taylor","sigma[1]",0.293163969556357,0.3
113,400,0.04,"new_piecewise taylor","sigma[2]",0.483056064993457,0.5
114,400,0.04,"new_piecewise taylor","epsilon",0.103206307063227,0.1
114,400,0.04,"new_piecewise taylor","alpha",0.490530673014598,0.5
114,400,0.04,"new_piecewise taylor","gamma",1.08827294201619,1.5
114,400,0.04,"new_piecewise taylor","beta",1.20466149559894,1.4
114,400,0.04,"new_piecewise taylor","sigma[1]",0.300079626660709,0.3
114,400,0.04,"new_piecewise taylor","sigma[2]",0.481639826372767,0.5
115,400,0.04,"new_piecewise taylor","epsilon",0.0991487349355194,0.1
115,400,0.04,"new_piecewise taylor","alpha",0.489244930727182,0.5
115,400,0.04,"new_piecewise taylor","gamma",1.64026950204828,1.5
115,400,0.04,"new_piecewise taylor","beta",1.69058711503039,1.4
115,400,0.04,"new_piecewise taylor","sigma[1]",0.296141324168316,0.3
115,400,0.04,"new_piecewise taylor","sigma[2]",0.472507226262243,0.5
116,400,0.04,"new_piecewise taylor","epsilon",0.0951897656706197,0.1
116,400,0.04,"new_piecewise taylor","alpha",0.495230208743219,0.5
116,400,0.04,"new_piecewise taylor","gamma",1.23013946026007,1.5
116,400,0.04,"new_piecewise taylor","beta",1.12898055181263,1.4
116,400,0.04,"new_piecewise taylor","sigma[1]",0.335331913152979,0.3
116,400,0.04,"new_piecewise taylor","sigma[2]",0.500143886752532,0.5
117,400,0.04,"new_piecewise taylor","epsilon",0.0955899052896313,0.1
117,400,0.04,"new_piecewise taylor","alpha",0.5006394681483,0.5
117,400,0.04,"new_piecewise taylor","gamma",1.54593416151324,1.5
117,400,0.04,"new_piecewise taylor","beta",1.26745106850157,1.4
117,400,0.04,"new_piecewise taylor","sigma[1]",0.308100241876137,0.3
117,400,0.04,"new_piecewise taylor","sigma[2]",0.493422789312461,0.5
118,400,0.04,"new_piecewise taylor","epsilon",0.0960033220831542,0.1
118,400,0.04,"new_piecewise taylor","alpha",0.501370974381833,0.5
118,400,0.04,"new_piecewise taylor","gamma",1.49348423750749,1.5
118,400,0.04,"new_piecewise taylor","beta",1.47998001210282,1.4
118,400,0.04,"new_piecewise taylor","sigma[1]",0.299857365168083,0.3
118,400,0.04,"new_piecewise taylor","sigma[2]",0.496902838695941,0.5
119,400,0.04,"new_piecewise taylor","epsilon",0.0984019096170569,0.1
119,400,0.04,"new_piecewise taylor","alpha",0.496253072464227,0.5
119,400,0.04,"new_piecewise taylor","gamma",1.27124836238757,1.5
119,400,0.04,"new_piecewise taylor","beta",1.33731614051852,1.4
119,400,0.04,"new_piecewise taylor","sigma[1]",0.313266799303903,0.3
119,400,0.04,"new_piecewise taylor","sigma[2]",0.517429183444956,0.5
120,400,0.04,"new_piecewise taylor","epsilon",0.0971990860747837,0.1
120,400,0.04,"new_piecewise taylor","alpha",0.49665621267303,0.5
120,400,0.04,"new_piecewise taylor","gamma",1.27418121963203,1.5
120,400,0.04,"new_piecewise taylor","beta",1.48648865489042,1.4
120,400,0.04,"new_piecewise taylor","sigma[1]",0.303667419700305,0.3
120,400,0.04,"new_piecewise taylor","sigma[2]",0.528726749168753,0.5
121,400,0.04,"new_piecewise taylor","epsilon",0.101288071617561,0.1
121,400,0.04,"new_piecewise taylor","alpha",0.503360742806533,0.5
121,400,0.04,"new_piecewise taylor","gamma",1.4827246085955,1.5
121,400,0.04,"new_piecewise taylor","beta",1.42358561303097,1.4
121,400,0.04,"new_piecewise taylor","sigma[1]",0.31956597029965,0.3
121,400,0.04,"new_piecewise taylor","sigma[2]",0.541840854003108,0.5
122,400,0.04,"new_piecewise taylor","epsilon",0.0955231252346297,0.1
122,400,0.04,"new_piecewise taylor","alpha",0.483289428790781,0.5
122,400,0.04,"new_piecewise taylor","gamma",1.01000116133749,1.5
122,400,0.04,"new_piecewise taylor","beta",0.709782314052552,1.4
122,400,0.04,"new_piecewise taylor","sigma[1]",0.297534706488378,0.3
122,400,0.04,"new_piecewise taylor","sigma[2]",0.513317433285711,0.5
123,400,0.04,"new_piecewise taylor","epsilon",0.103715808725608,0.1
123,400,0.04,"new_piecewise taylor","alpha",0.49762695406059,0.5
123,400,0.04,"new_piecewise taylor","gamma",1.39532284833693,1.5
123,400,0.04,"new_piecewise taylor","beta",1.44470283636335,1.4
123,400,0.04,"new_piecewise taylor","sigma[1]",0.298476714621828,0.3
123,400,0.04,"new_piecewise taylor","sigma[2]",0.486770451500881,0.5
124,400,0.04,"new_piecewise taylor","epsilon",0.0941184579282475,0.1
124,400,0.04,"new_piecewise taylor","alpha",0.497807859953034,0.5
124,400,0.04,"new_piecewise taylor","gamma",1.42315880378082,1.5
124,400,0.04,"new_piecewise taylor","beta",1.23881362929354,1.4
124,400,0.04,"new_piecewise taylor","sigma[1]",0.306856933032282,0.3
124,400,0.04,"new_piecewise taylor","sigma[2]",0.489360381071261,0.5
125,400,0.04,"new_piecewise taylor","epsilon",0.100493124198867,0.1
125,400,0.04,"new_piecewise taylor","alpha",0.490594413137721,0.5
125,400,0.04,"new_piecewise taylor","gamma",1.16281786614147,1.5
125,400,0.04,"new_piecewise taylor","beta",1.10468559909351,1.4
125,400,0.04,"new_piecewise taylor","sigma[1]",0.297579591212172,0.3
125,400,0.04,"new_piecewise taylor","sigma[2]",0.505505734765703,0.5
126,400,0.04,"new_piecewise taylor","epsilon",0.0977785764486245,0.1
126,400,0.04,"new_piecewise taylor","alpha",0.495792550764926,0.5
126,400,0.04,"new_piecewise taylor","gamma",1.28201988717281,1.5
126,400,0.04,"new_piecewise taylor","beta",1.13107183929495,1.4
126,400,0.04,"new_piecewise taylor","sigma[1]",0.325248159617969,0.3
126,400,0.04,"new_piecewise taylor","sigma[2]",0.489892380470122,0.5
127,400,0.04,"new_piecewise taylor","epsilon",0.106398509318498,0.1
127,400,0.04,"new_piecewise taylor","alpha",0.485424092030346,0.5
127,400,0.04,"new_piecewise taylor","gamma",1.13404820977769,1.5
127,400,0.04,"new_piecewise taylor","beta",1.21155339757319,1.4
127,400,0.04,"new_piecewise taylor","sigma[1]",0.303958398740214,0.3
127,400,0.04,"new_piecewise taylor","sigma[2]",0.518084726127331,0.5
128,400,0.04,"new_piecewise taylor","epsilon",0.0999790886872856,0.1
128,400,0.04,"new_piecewise taylor","alpha",0.502495074434404,0.5
128,400,0.04,"new_piecewise taylor","gamma",1.15105463147516,1.5
128,400,0.04,"new_piecewise taylor","beta",1.06215193529483,1.4
128,400,0.04,"new_piecewise taylor","sigma[1]",0.31133120196249,0.3
128,400,0.04,"new_piecewise taylor","sigma[2]",0.529404354189563,0.5
129,400,0.04,"new_piecewise taylor","epsilon",0.0940509754059568,0.1
129,400,0.04,"new_piecewise taylor","alpha",0.499021772940125,0.5
129,400,0.04,"new_piecewise taylor","gamma",1.08257679675001,1.5
129,400,0.04,"new_piecewise taylor","beta",1.1800068897451,1.4
129,400,0.04,"new_piecewise taylor","sigma[1]",0.312462176043125,0.3
129,400,0.04,"new_piecewise taylor","sigma[2]",0.51285922761485,0.5
130,400,0.04,"new_piecewise taylor","epsilon",0.101864099835259,0.1
130,400,0.04,"new_piecewise taylor","alpha",0.501189549894012,0.5
130,400,0.04,"new_piecewise taylor","gamma",1.01000003431495,1.5
130,400,0.04,"new_piecewise taylor","beta",1.45823361216779,1.4
130,400,0.04,"new_piecewise taylor","sigma[1]",0.30528684398741,0.3
130,400,0.04,"new_piecewise taylor","sigma[2]",0.450087318732464,0.5
131,400,0.04,"new_piecewise taylor","epsilon",0.0983595312727356,0.1
131,400,0.04,"new_piecewise taylor","alpha",0.494962142516378,0.5
131,400,0.04,"new_piecewise taylor","gamma",1.01001812326471,1.5
131,400,0.04,"new_piecewise taylor","beta",0.923239020477324,1.4
131,400,0.04,"new_piecewise taylor","sigma[1]",0.300508574326873,0.3
131,400,0.04,"new_piecewise taylor","sigma[2]",0.500389624714241,0.5
132,400,0.04,"new_piecewise taylor","epsilon",0.0931882250566937,0.1
132,400,0.04,"new_piecewise taylor","alpha",0.503003482067761,0.5
132,400,0.04,"new_piecewise taylor","gamma",1.13658119276065,1.5
132,400,0.04,"new_piecewise taylor","beta",1.40025461520711,1.4
132,400,0.04,"new_piecewise taylor","sigma[1]",0.302249032040301,0.3
132,400,0.04,"new_piecewise taylor","sigma[2]",0.489882585733185,0.5
133,400,0.04,"new_piecewise taylor","epsilon",0.0978377570844727,0.1
133,400,0.04,"new_piecewise taylor","alpha",0.507969722157874,0.5
133,400,0.04,"new_piecewise taylor","gamma",1.5104503974414,1.5
133,400,0.04,"new_piecewise taylor","beta",1.35229741944735,1.4
133,400,0.04,"new_piecewise taylor","sigma[1]",0.295498816806527,0.3
133,400,0.04,"new_piecewise taylor","sigma[2]",0.490716882518603,0.5
134,400,0.04,"new_piecewise taylor","epsilon",0.0987446464123675,0.1
134,400,0.04,"new_piecewise taylor","alpha",0.501509236664765,0.5
134,400,0.04,"new_piecewise taylor","gamma",1.02356782659793,1.5
134,400,0.04,"new_piecewise taylor","beta",0.741335854621741,1.4
134,400,0.04,"new_piecewise taylor","sigma[1]",0.296288616387858,0.3
134,400,0.04,"new_piecewise taylor","sigma[2]",0.484559692512249,0.5
135,400,0.04,"new_piecewise taylor","epsilon",0.10135871868644,0.1
135,400,0.04,"new_piecewise taylor","alpha",0.496662428651605,0.5
135,400,0.04,"new_piecewise taylor","gamma",1.20082094175132,1.5
135,400,0.04,"new_piecewise taylor","beta",1.16094502730451,1.4
135,400,0.04,"new_piecewise taylor","sigma[1]",0.304826260697479,0.3
135,400,0.04,"new_piecewise taylor","sigma[2]",0.479619776787459,0.5
136,400,0.04,"new_piecewise taylor","epsilon",0.0940912425849076,0.1
136,400,0.04,"new_piecewise taylor","alpha",0.509539646718256,0.5
136,400,0.04,"new_piecewise taylor","gamma",1.30505332743615,1.5
136,400,0.04,"new_piecewise taylor","beta",1.19510927228387,1.4
136,400,0.04,"new_piecewise taylor","sigma[1]",0.305887270767873,0.3
136,400,0.04,"new_piecewise taylor","sigma[2]",0.493442401643331,0.5
137,400,0.04,"new_piecewise taylor","epsilon",0.0969382563756094,0.1
137,400,0.04,"new_piecewise taylor","alpha",0.502086301461021,0.5
137,400,0.04,"new_piecewise taylor","gamma",1.55716433290338,1.5
137,400,0.04,"new_piecewise taylor","beta",1.35497337851385,1.4
137,400,0.04,"new_piecewise taylor","sigma[1]",0.311841176247946,0.3
137,400,0.04,"new_piecewise taylor","sigma[2]",0.493452853574694,0.5
138,400,0.04,"new_piecewise taylor","epsilon",0.0958444918956879,0.1
138,400,0.04,"new_piecewise taylor","alpha",0.503893608455386,0.5
138,400,0.04,"new_piecewise taylor","gamma",1.63826136437198,1.5
138,400,0.04,"new_piecewise taylor","beta",1.33045097618855,1.4
138,400,0.04,"new_piecewise taylor","sigma[1]",0.307856961587801,0.3
138,400,0.04,"new_piecewise taylor","sigma[2]",0.516031040286206,0.5
139,400,0.04,"new_piecewise taylor","epsilon",0.102109900943579,0.1
139,400,0.04,"new_piecewise taylor","alpha",0.49113450346197,0.5
139,400,0.04,"new_piecewise taylor","gamma",1.07545907445696,1.5
139,400,0.04,"new_piecewise taylor","beta",1.14014299529509,1.4
139,400,0.04,"new_piecewise taylor","sigma[1]",0.309011574989136,0.3
139,400,0.04,"new_piecewise taylor","sigma[2]",0.488035666292744,0.5
140,400,0.04,"new_piecewise taylor","epsilon",0.100913902390346,0.1
140,400,0.04,"new_piecewise taylor","alpha",0.49668809468837,0.5
140,400,0.04,"new_piecewise taylor","gamma",1.1733897907632,1.5
140,400,0.04,"new_piecewise taylor","beta",1.09973732393332,1.4
140,400,0.04,"new_piecewise taylor","sigma[1]",0.294738459456902,0.3
140,400,0.04,"new_piecewise taylor","sigma[2]",0.485050936553682,0.5
141,400,0.04,"new_piecewise taylor","epsilon",0.0972641025352959,0.1
141,400,0.04,"new_piecewise taylor","alpha",0.477448731830417,0.5
141,400,0.04,"new_piecewise taylor","gamma",1.71684770094636,1.5
141,400,0.04,"new_piecewise taylor","beta",1.53958301030472,1.4
141,400,0.04,"new_piecewise taylor","sigma[1]",0.300067713039476,0.3
141,400,0.04,"new_piecewise taylor","sigma[2]",0.504364718242994,0.5
142,400,0.04,"new_piecewise taylor","epsilon",0.0917115656797445,0.1
142,400,0.04,"new_piecewise taylor","alpha",0.496941632036128,0.5
142,400,0.04,"new_piecewise taylor","gamma",1.01000102048423,1.5
142,400,0.04,"new_piecewise taylor","beta",0.9732010547939,1.4
142,400,0.04,"new_piecewise taylor","sigma[1]",0.292049988029068,0.3
142,400,0.04,"new_piecewise taylor","sigma[2]",0.513799996020691,0.5
143,400,0.04,"new_piecewise taylor","epsilon",0.0995519430460945,0.1
143,400,0.04,"new_piecewise taylor","alpha",0.494475794963703,0.5
143,400,0.04,"new_piecewise taylor","gamma",1.01009753190731,1.5
143,400,0.04,"new_piecewise taylor","beta",1.05222515058689,1.4
143,400,0.04,"new_piecewise taylor","sigma[1]",0.303418871058599,0.3
143,400,0.04,"new_piecewise taylor","sigma[2]",0.486037698062549,0.5
144,400,0.04,"new_piecewise taylor","epsilon",0.0998027757663367,0.1
144,400,0.04,"new_piecewise taylor","alpha",0.501599546935559,0.5
144,400,0.04,"new_piecewise taylor","gamma",1.04236887129462,1.5
144,400,0.04,"new_piecewise taylor","beta",1.07845140533951,1.4
144,400,0.04,"new_piecewise taylor","sigma[1]",0.306433297202791,0.3
144,400,0.04,"new_piecewise taylor","sigma[2]",0.513123237481563,0.5
145,400,0.04,"new_piecewise taylor","epsilon",0.095625765093369,0.1
145,400,0.04,"new_piecewise taylor","alpha",0.497949826848881,0.5
145,400,0.04,"new_piecewise taylor","gamma",1.52700959345728,1.5
145,400,0.04,"new_piecewise taylor","beta",1.33905110169079,1.4
145,400,0.04,"new_piecewise taylor","sigma[1]",0.30175349475822,0.3
145,400,0.04,"new_piecewise taylor","sigma[2]",0.485243351106332,0.5
146,400,0.04,"new_piecewise taylor","epsilon",0.0979525668318873,0.1
146,400,0.04,"new_piecewise taylor","alpha",0.503818946057589,0.5
146,400,0.04,"new_piecewise taylor","gamma",1.04642293186311,1.5
146,400,0.04,"new_piecewise taylor","beta",1.14932238551207,1.4
146,400,0.04,"new_piecewise taylor","sigma[1]",0.287326858103095,0.3
146,400,0.04,"new_piecewise taylor","sigma[2]",0.484441987520503,0.5
147,400,0.04,"new_piecewise taylor","epsilon",0.0989453627931711,0.1
147,400,0.04,"new_piecewise taylor","alpha",0.489779392529907,0.5
147,400,0.04,"new_piecewise taylor","gamma",1.11557355212489,1.5
147,400,0.04,"new_piecewise taylor","beta",1.13396315468253,1.4
147,400,0.04,"new_piecewise taylor","sigma[1]",0.30778988541139,0.3
147,400,0.04,"new_piecewise taylor","sigma[2]",0.489011728084296,0.5
148,400,0.04,"new_piecewise taylor","epsilon",0.0976875845972212,0.1
148,400,0.04,"new_piecewise taylor","alpha",0.506370984690747,0.5
148,400,0.04,"new_piecewise taylor","gamma",1.18491385419245,1.5
148,400,0.04,"new_piecewise taylor","beta",1.16247963519369,1.4
