"path","ratio","sub_h","method","parameter","estimate","truth"
769,400,0.04,"random","epsilon",0.12142592688749,0.1
769,400,0.04,"random","y",-0.0965911640125322,-0.05
769,400,0.04,"random","sigma",1.66169120934875,1.7
770,400,0.04,"random","epsilon",0.156881581550843,0.1
770,400,0.04,"random","y",-0.0467403656415411,-0.05
770,400,0.04,"random","sigma",1.70269749453016,1.7
771,400,0.04,"random","epsilon",0.149706843925336,0.1
771,400,0.04,"random","y",-0.0262000605495034,-0.05
771,400,0.04,"random","sigma",1.66810645430045,1.7
772,400,0.04,"random","epsilon",0.144584185000678,0.1
772,400,0.04,"random","y",-0.129976059512812,-0.05
772,400,0.04,"random","sigma",1.52053342804034,1.7
773,400,0.04,"random","epsilon",0.136939807727493,0.1
773,400,0.04,"random","y",-0.101591986720861,-0.05
773,400,0.04,"random","sigma",1.60445506529312,1.7
774,400,0.04,"random","epsilon",0.153653421654795,0.1
774,400,0.04,"random","y",-0.0729321536924052,-0.05
774,400,0.04,"random","sigma",1.44458321235105,1.7
775,400,0.04,"random","epsilon",0.108455206813321,0.1
775,400,0.04,"random","y",-0.0244727709298445,-0.05
775,400,0.04,"random","sigma",1.73243925844101,1.7
776,400,0.04,"random","epsilon",0.129481935619533,0.1
776,400,0.04,"random","y",-0.0568297048616281,-0.05
776,400,0.04,"random","sigma",1.62673753750452,1.7
777,400,0.04,"random","epsilon",0.124955246793621,0.1
777,400,0.04,"random","y",-0.105750623104642,-0.05
777,400,0.04,"random","sigma",1.59450007311628,1.7
778,400,0.04,"random","epsilon",0.138058187767104,0.1
778,400,0.04,"random","y",-0.216755075455002,-0.05
778,400,0.04,"random","sigma",1.42912769668283,1.7
779,400,0.04,"random","epsilon",0.135830748782355,0.1
779,400,0.04,"random","y",0.000168434435558432,-0.05
779,400,0.04,"random","sigma",1.64225679965502,1.7
780,400,0.04,"random","epsilon",0.15925299739361,0.1
780,400,0.04,"random","y",-0.1385574213154,-0.05
780,400,0.04,"random","sigma",1.5521191124022,1.7
781,400,0.04,"random","epsilon",0.12001185118052,0.1
781,400,0.04,"random","y",-0.0645964350571563,-0.05
781,400,0.04,"random","sigma",1.74874690678169,1.7
782,400,0.04,"random","epsilon",0.154669490949283,0.1
782,400,0.04,"random","y",0.0133146871251549,-0.05
782,400,0.04,"random","sigma",1.52328655624436,1.7
783,400,0.04,"random","epsilon",0.136684974911684,0.1
783,400,0.04,"random","y",-0.174523208648226,-0.05
783,400,0.04,"random","sigma",1.39375773767998,1.7
784,400,0.04,"random","epsilon",0.14805784342466,0.1
784,400,0.04,"random","y",-0.160482764296782,-0.05
784,400,0.04,"random","sigma",1.49506110104809,1.7
785,400,0.04,"random","epsilon",0.135788901763564,0.1
785,400,0.04,"random","y",-0.100357771456927,-0.05
785,400,0.04,"random","sigma",1.54994377071875,1.7
786,400,0.04,"random","epsilon",0.118109312394364,0.1
786,400,0.04,"random","y",-0.0658947748363811,-0.05
786,400,0.04,"random","sigma",1.50110328780345,1.7
787,400,0.04,"random","epsilon",0.168792645153106,0.1
787,400,0.04,"random","y",0.0388292848154326,-0.05
787,400,0.04,"random","sigma",1.51631666810007,1.7
788,400,0.04,"random","epsilon",0.166840751506716,0.1
788,400,0.04,"random","y",-0.12688172086831,-0.05
788,400,0.04,"random","sigma",1.47264869112928,1.7
789,400,0.04,"random","epsilon",0.148003289349794,0.1
789,400,0.04,"random","y",0.0263416713843606,-0.05
789,400,0.04,"random","sigma",1.56913865931564,1.7
790,400,0.04,"random","epsilon",0.118639118414635,0.1
790,400,0.04,"random","y",-0.0349516505451659,-0.05
790,400,0.04,"random","sigma",1.72838876548749,1.7
791,400,0.04,"random","epsilon",0.155412763850186,0.1
791,400,0.04,"random","y",-0.0666326848725471,-0.05
791,400,0.04,"random","sigma",1.72633673316318,1.7
792,400,0.04,"random","epsilon",0.134132153253368,0.1
792,400,0.04,"random","y",-0.100375721216376,-0.05
792,400,0.04,"random","sigma",1.64378492019624,1.7
793,400,0.04,"random","epsilon",0.138257707413072,0.1
793,400,0.04,"random","y",-0.0917888917856287,-0.05
793,400,0.04,"random","sigma",1.62214840188563,1.7
794,400,0.04,"random","epsilon",0.156022241739381,0.1
794,400,0.04,"random","y",-0.0370563047253416,-0.05
794,400,0.04,"random","sigma",1.52095111773489,1.7
795,400,0.04,"random","epsilon",0.166246309058386,0.1
795,400,0.04,"random","y",-0.369999994674178,-0.05
795,400,0.04,"random","sigma",0.832028405442222,1.7
796,400,0.04,"random","epsilon",0.138116157668466,0.1
796,400,0.04,"random","y",-0.0773551187115789,-0.05
796,400,0.04,"random","sigma",1.74254939720971,1.7
797,400,0.04,"random","epsilon",0.115563279996463,0.1
797,400,0.04,"random","y",-0.0629879031392864,-0.05
797,400,0.04,"random","sigma",1.57718037680325,1.7
798,400,0.04,"random","epsilon",0.144603306840922,0.1
798,400,0.04,"random","y",0.00304956621270772,-0.05
798,400,0.04,"random","sigma",1.64615339588328,1.7
799,400,0.04,"random","epsilon",0.168389063989371,0.1
799,400,0.04,"random","y",0.0246982932480833,-0.05
799,400,0.04,"random","sigma",1.54295969699987,1.7
800,400,0.04,"random","epsilon",0.134457074899887,0.1
800,400,0.04,"random","y",-0.040891600901673,-0.05
800,400,0.04,"random","sigma",1.67619079656976,1.7
801,400,0.04,"random","epsilon",0.13952081612769,0.1
801,400,0.04,"random","y",-0.0831495303516849,-0.05
801,400,0.04,"random","sigma",1.54762597875551,1.7
802,400,0.04,"random","epsilon",0.132128704511733,0.1
802,400,0.04,"random","y",-0.0800789480091556,-0.05
802,400,0.04,"random","sigma",1.73390457207105,1.7
803,400,0.04,"random","epsilon",0.134016817479739,0.1
803,400,0.04,"random","y",-0.031260917800681,-0.05
803,400,0.04,"random","sigma",1.61556326407895,1.7
804,400,0.04,"random","epsilon",0.120753185458538,0.1
804,400,0.04,"random","y",-0.106559041774437,-0.05
804,400,0.04,"random","sigma",1.543508674416,1.7
805,400,0.04,"random","epsilon",0.148705005400044,0.1
805,400,0.04,"random","y",-0.0471962702408973,-0.05
805,400,0.04,"random","sigma",1.6506433554475,1.7
806,400,0.04,"random","epsilon",0.143819665934236,0.1
806,400,0.04,"random","y",0.00326539305370719,-0.05
806,400,0.04,"random","sigma",1.54677729832781,1.7
807,400,0.04,"random","epsilon",0.109757108348722,0.1
807,400,0.04,"random","y",-0.0213481466529481,-0.05
807,400,0.04,"random","sigma",1.6393376547464,1.7
808,400,0.04,"random","epsilon",0.132859581138,0.1
808,400,0.04,"random","y",-0.0896128263112198,-0.05
808,400,0.04,"random","sigma",1.71381298081365,1.7
809,400,0.04,"random","epsilon",0.169693759142713,0.1
809,400,0.04,"random","y",0.00717656565908403,-0.05
809,400,0.04,"random","sigma",1.53087717382209,1.7
810,400,0.04,"random","epsilon",0.118258078601848,0.1
810,400,0.04,"random","y",-0.114018532384649,-0.05
810,400,0.04,"random","sigma",1.52765540415799,1.7
811,400,0.04,"random","epsilon",0.147359936397774,0.1
811,400,0.04,"random","y",-0.0140684326449114,-0.05
811,400,0.04,"random","sigma",1.5444425617495,1.7
812,400,0.04,"random","epsilon",0.151486503141523,0.1
812,400,0.04,"random","y",-0.0381569815889801,-0.05
812,400,0.04,"random","sigma",1.6239893742297,1.7
813,400,0.04,"random","epsilon",0.139088636020522,0.1
813,400,0.04,"random","y",0.0872482030671634,-0.05
813,400,0.04,"random","sigma",1.5409130921423,1.7
814,400,0.04,"random","epsilon",0.140508863469571,0.1
814,400,0.04,"random","y",-0.0200968923106631,-0.05
814,400,0.04,"random","sigma",1.55079412760894,1.7
815,400,0.04,"random","epsilon",0.154024173752168,0.1
815,400,0.04,"random","y",-0.0604754015578523,-0.05
815,400,0.04,"random","sigma",1.56005859379415,1.7
816,400,0.04,"random","epsilon",0.131326008194656,0.1
816,400,0.04,"random","y",-0.0246547413811199,-0.05
816,400,0.04,"random","sigma",1.68610161194522,1.7
817,400,0.04,"random","epsilon",0.1199711338888,0.1
817,400,0.04,"random","y",-0.0429609921929136,-0.05
817,400,0.04,"random","sigma",1.58208799402923,1.7
818,400,0.04,"random","epsilon",0.13020455231099,0.1
818,400,0.04,"random","y",-0.00385671967174016,-0.05
818,400,0.04,"random","sigma",1.60944353884893,1.7
819,400,0.04,"random","epsilon",0.128058585360069,0.1
819,400,0.04,"random","y",-0.0416896026666366,-0.05
819,400,0.04,"random","sigma",1.53389416917592,1.7
820,400,0.04,"random","epsilon",0.119355921437046,0.1
820,400,0.04,"random","y",-0.168473909123232,-0.05
820,400,0.04,"random","sigma",1.50114909001834,1.7
821,400,0.04,"random","epsilon",0.137008647788521,0.1
821,400,0.04,"random","y",-0.115148298972826,-0.05
821,400,0.04,"random","sigma",1.71845160626255,1.7
822,400,0.04,"random","epsilon",0.157691376008053,0.1
822,400,0.04,"random","y",-0.0501967958332731,-0.05
822,400,0.04,"random","sigma",1.54910534024898,1.7
823,400,0.04,"random","epsilon",0.135805105117056,0.1
823,400,0.04,"random","y",-0.0355706463943995,-0.05
823,400,0.04,"random","sigma",1.5407879113537,1.7
824,400,0.04,"random","epsilon",0.1810106629327,0.1
824,400,0.04,"random","y",-0.123834370373785,-0.05
824,400,0.04,"random","sigma",1.44932714302033,1.7
825,400,0.04,"random","epsilon",0.144367084276003,0.1
825,400,0.04,"random","y",-0.043143517968611,-0.05
825,400,0.04,"random","sigma",1.72769796388258,1.7
826,400,0.04,"random","epsilon",0.138152500475545,0.1
826,400,0.04,"random","y",-0.120368223421051,-0.05
826,400,0.04,"random","sigma",1.49434440209827,1.7
827,400,0.04,"random","epsilon",0.143455475625469,0.1
827,400,0.04,"random","y",-0.0706082516052504,-0.05
827,400,0.04,"random","sigma",1.66461924708566,1.7
828,400,0.04,"random","epsilon",0.122534021593707,0.1
828,400,0.04,"random","y",-0.0843709309630739,-0.05
828,400,0.04,"random","sigma",1.75063392089123,1.7
829,400,0.04,"random","epsilon",0.17378994191088,0.1
829,400,0.04,"random","y",-0.0783742054829268,-0.05
829,400,0.04,"random","sigma",1.42242217241001,1.7
830,400,0.04,"random","epsilon",0.137312404062989,0.1
830,400,0.04,"random","y",-0.0974462750995854,-0.05
830,400,0.04,"random","sigma",1.65596079229546,1.7
831,400,0.04,"random","epsilon",0.136685498393145,0.1
831,400,0.04,"random","y",-0.0682149619052651,-0.05
831,400,0.04,"random","sigma",1.64343540589277,1.7
832,400,0.04,"random","epsilon",0.133294405308251,0.1
832,400,0.04,"random","y",-0.0875654220133477,-0.05
832,400,0.04,"random","sigma",1.45738051009282,1.7
833,400,0.04,"random","epsilon",0.999989056268416,0.1
833,400,0.04,"random","y",-0.369998508765305,-0.05
833,400,0.04,"random","sigma",1.09139492692111,1.7
834,400,0.04,"random","epsilon",0.145205179178493,0.1
834,400,0.04,"random","y",-0.0770766300914837,-0.05
834,400,0.04,"random","sigma",1.65249085982987,1.7
835,400,0.04,"random","epsilon",0.139553519997844,0.1
835,400,0.04,"random","y",-0.0544508761480778,-0.05
835,400,0.04,"random","sigma",1.56811709112859,1.7
836,400,0.04,"random","epsilon",0.13847751029362,0.1
836,400,0.04,"random","y",-0.0595065131687873,-0.05
836,400,0.04,"random","sigma",1.66033093755667,1.7
837,400,0.04,"random","epsilon",0.120716219748423,0.1
837,400,0.04,"random","y",-0.0236903251539735,-0.05
837,400,0.04,"random","sigma",1.80009230171983,1.7
838,400,0.04,"random","epsilon",0.107042207026246,0.1
838,400,0.04,"random","y",-0.129631361962515,-0.05
838,400,0.04,"random","sigma",1.45035396338405,1.7
839,400,0.04,"random","epsilon",0.138661758352487,0.1
839,400,0.04,"random","y",-0.216150733996476,-0.05
839,400,0.04,"random","sigma",1.39668387766451,1.7
840,400,0.04,"random","epsilon",0.106585573252224,0.1
840,400,0.04,"random","y",-0.0533815105952488,-0.05
840,400,0.04,"random","sigma",1.62876043764317,1.7
841,400,0.04,"random","epsilon",0.135602806106587,0.1
841,400,0.04,"random","y",-0.0909660066993498,-0.05
841,400,0.04,"random","sigma",1.65653868227847,1.7
842,400,0.04,"random","epsilon",0.135685174835471,0.1
842,400,0.04,"random","y",-0.0280540800604006,-0.05
842,400,0.04,"random","sigma",1.58208809913829,1.7
843,400,0.04,"random","epsilon",0.149201830143651,0.1
843,400,0.04,"random","y",-0.32104840194886,-0.05
843,400,0.04,"random","sigma",1.63073884574805,1.7
844,400,0.04,"random","epsilon",0.151316546583491,0.1
844,400,0.04,"random","y",-0.0852066509663431,-0.05
844,400,0.04,"random","sigma",1.63665793584597,1.7
845,400,0.04,"random","epsilon",0.121144465601997,0.1
845,400,0.04,"random","y",-0.00939184428455407,-0.05
845,400,0.04,"random","sigma",1.66438803113018,1.7
846,400,0.04,"random","epsilon",0.162364668113124,0.1
846,400,0.04,"random","y",-0.134742049150818,-0.05
846,400,0.04,"random","sigma",1.50239265486932,1.7
847,400,0.04,"random","epsilon",0.136056580680438,0.1
847,400,0.04,"random","y",-0.0228099032761477,-0.05
847,400,0.04,"random","sigma",1.64984778206602,1.7
848,400,0.04,"random","epsilon",0.154507136054682,0.1
848,400,0.04,"random","y",-0.0436547658693447,-0.05
848,400,0.04,"random","sigma",1.58222821659669,1.7
849,400,0.04,"random","epsilon",0.137424944211713,0.1
849,400,0.04,"random","y",-0.0808416737280327,-0.05
849,400,0.04,"random","sigma",1.47346470581144,1.7
850,400,0.04,"random","epsilon",0.130806189351779,0.1
850,400,0.04,"random","y",-0.0336916619367676,-0.05
850,400,0.04,"random","sigma",1.63063911770775,1.7
851,400,0.04,"random","epsilon",0.141038261917134,0.1
851,400,0.04,"random","y",-0.120602359518501,-0.05
851,400,0.04,"random","sigma",1.43913262846586,1.7
852,400,0.04,"random","epsilon",0.126331013817214,0.1
852,400,0.04,"random","y",-0.11014373802121,-0.05
852,400,0.04,"random","sigma",1.68764409180988,1.7
853,400,0.04,"random","epsilon",0.125923922704606,0.1
853,400,0.04,"random","y",-0.0458782960731983,-0.05
853,400,0.04,"random","sigma",1.71075042612646,1.7
854,400,0.04,"random","epsilon",0.147232726076821,0.1
854,400,0.04,"random","y",-0.132005460308102,-0.05
854,400,0.04,"random","sigma",1.64150308524386,1.7
855,400,0.04,"random","epsilon",0.142531862657998,0.1
855,400,0.04,"random","y",-0.0566235402404984,-0.05
855,400,0.04,"random","sigma",1.51624881390704,1.7
856,400,0.04,"random","epsilon",0.138178243131467,0.1
856,400,0.04,"random","y",-0.105257776255195,-0.05
856,400,0.04,"random","sigma",1.61677227471509,1.7
857,400,0.04,"random","epsilon",0.154748764091266,0.1
857,400,0.04,"random","y",-0.00721658249362478,-0.05
857,400,0.04,"random","sigma",1.61847668306344,1.7
858,400,0.04,"random","epsilon",0.116060672819924,0.1
858,400,0.04,"random","y",-0.0532961341122467,-0.05
858,400,0.04,"random","sigma",1.56332524004157,1.7
859,400,0.04,"random","epsilon",0.116584234383317,0.1
859,400,0.04,"random","y",-0.0794355060650289,-0.05
859,400,0.04,"random","sigma",1.41652744705296,1.7
860,400,0.04,"random","epsilon",0.146055823016325,0.1
860,400,0.04,"random","y",-0.0508297307395159,-0.05
860,400,0.04,"random","sigma",1.42301895501239,1.7
861,400,0.04,"random","epsilon",0.141264050782684,0.1
861,400,0.04,"random","y",-0.0220268300425445,-0.05
861,400,0.04,"random","sigma",1.63491550538994,1.7
862,400,0.04,"random","epsilon",0.108537133680822,0.1
862,400,0.04,"random","y",-0.0595473197280911,-0.05
862,400,0.04,"random","sigma",1.6045739053052,1.7
863,400,0.04,"random","epsilon",0.120219654958565,0.1
863,400,0.04,"random","y",-0.0856499352578077,-0.05
863,400,0.04,"random","sigma",1.53256135170559,1.7
864,400,0.04,"random","epsilon",0.134865709930165,0.1
864,400,0.04,"random","y",-0.0628244059284832,-0.05
864,400,0.04,"random","sigma",1.54518827205667,1.7
865,400,0.04,"random","epsilon",0.144405874771823,0.1
865,400,0.04,"random","y",-0.0439617819229361,-0.05
865,400,0.04,"random","sigma",1.61405154590087,1.7
866,400,0.04,"random","epsilon",0.128743340201857,0.1
866,400,0.04,"random","y",0.00567517929379232,-0.05
866,400,0.04,"random","sigma",1.69092579315748,1.7
867,400,0.04,"random","epsilon",0.141068253772882,0.1
867,400,0.04,"random","y",-0.0477365715435856,-0.05
867,400,0.04,"random","sigma",1.65892997692434,1.7
868,400,0.04,"random","epsilon",0.115716119924349,0.1
868,400,0.04,"random","y",-0.0923987182291279,-0.05
868,400,0.04,"random","sigma",1.57624655319297,1.7
869,400,0.04,"random","epsilon",0.125552959459014,0.1
869,400,0.04,"random","y",-0.046557242038345,-0.05
869,400,0.04,"random","sigma",1.6937895092822,1.7
870,400,0.04,"random","epsilon",0.177725723971121,0.1
870,400,0.04,"random","y",-0.0538054296389681,-0.05
870,400,0.04,"random","sigma",1.48732662918151,1.7
871,400,0.04,"random","epsilon",0.151330359991332,0.1
871,400,0.04,"random","y",0.00389955771229768,-0.05
871,400,0.04,"random","sigma",1.57178043283381,1.7
872,400,0.04,"random","epsilon",0.130268169119138,0.1
872,400,0.04,"random","y",-0.00242605635673908,-0.05
872,400,0.04,"random","sigma",1.55509108211672,1.7
873,400,0.04,"random","epsilon",0.111641638165982,0.1
873,400,0.04,"random","y",-0.0539762106140416,-0.05
873,400,0.04,"random","sigma",1.54877363210067,1.7
874,400,0.04,"random","epsilon",0.151612071459908,0.1
874,400,0.04,"random","y",-0.12129951827941,-0.05
874,400,0.04,"random","sigma",1.57287739529788,1.7
875,400,0.04,"random","epsilon",0.187199872039049,0.1
875,400,0.04,"random","y",-0.09629986926119,-0.05
875,400,0.04,"random","sigma",1.69323310933672,1.7
876,400,0.04,"random","epsilon",0.115574682918461,0.1
876,400,0.04,"random","y",-0.0792224321431943,-0.05
876,400,0.04,"random","sigma",1.66857288587978,1.7
877,400,0.04,"random","epsilon",0.148574654957275,0.1
877,400,0.04,"random","y",-0.112235487299273,-0.05
877,400,0.04,"random","sigma",1.64383129876591,1.7
878,400,0.04,"random","epsilon",0.117331220274708,0.1
878,400,0.04,"random","y",-0.0157411604927834,-0.05
878,400,0.04,"random","sigma",1.62065715395699,1.7
879,400,0.04,"random","epsilon",0.130405120302591,0.1
879,400,0.04,"random","y",-0.0318627957650336,-0.05
879,400,0.04,"random","sigma",1.7441486545641,1.7
880,400,0.04,"random","epsilon",0.136668728553654,0.1
880,400,0.04,"random","y",-0.0991806447639029,-0.05
880,400,0.04,"random","sigma",1.65569093409044,1.7
881,400,0.04,"random","epsilon",0.150116211431822,0.1
881,400,0.04,"random","y",-0.0839026908728807,-0.05
881,400,0.04,"random","sigma",1.58790012579682,1.7
882,400,0.04,"random","epsilon",0.12487173039122,0.1
882,400,0.04,"random","y",-0.137750004670472,-0.05
882,400,0.04,"random","sigma",1.65651074063572,1.7
883,400,0.04,"random","epsilon",0.112465451551893,0.1
883,400,0.04,"random","y",-0.084332518073765,-0.05
883,400,0.04,"random","sigma",1.68345114671672,1.7
884,400,0.04,"random","epsilon",0.144322214650866,0.1
884,400,0.04,"random","y",-0.126436151436887,-0.05
884,400,0.04,"random","sigma",1.48927157633226,1.7
885,400,0.04,"random","epsilon",0.140495973655691,0.1
885,400,0.04,"random","y",-0.0670843385162582,-0.05
885,400,0.04,"random","sigma",1.63222181486854,1.7
886,400,0.04,"random","epsilon",0.145780099828861,0.1
886,400,0.04,"random","y",-0.0311357784942721,-0.05
886,400,0.04,"random","sigma",1.67508528801338,1.7
887,400,0.04,"random","epsilon",0.149298518340332,0.1
887,400,0.04,"random","y",-0.00417664628018449,-0.05
887,400,0.04,"random","sigma",1.60062240118565,1.7
888,400,0.04,"random","epsilon",0.130511627103805,0.1
888,400,0.04,"random","y",-0.0663824612930959,-0.05
888,400,0.04,"random","sigma",1.48970587199368,1.7
889,400,0.04,"random","epsilon",0.135448414384492,0.1
889,400,0.04,"random","y",-0.000271034611074278,-0.05
889,400,0.04,"random","sigma",1.70525771493938,1.7
890,400,0.04,"random","epsilon",0.164454713513011,0.1
890,400,0.04,"random","y",-0.0854713941886931,-0.05
890,400,0.04,"random","sigma",1.62451408782642,1.7
891,400,0.04,"random","epsilon",0.151771267129938,0.1
891,400,0.04,"random","y",-0.123122321307277,-0.05
891,400,0.04,"random","sigma",1.50732720308075,1.7
892,400,0.04,"random","epsilon",0.130032894029132,0.1
892,400,0.04,"random","y",-0.0860708537110479,-0.05
892,400,0.04,"random","sigma",1.5713646757306,1.7
893,400,0.04,"random","epsilon",0.130308557904866,0.1
893,400,0.04,"random","y",-0.0426179181264453,-0.05
893,400,0.04,"random","sigma",1.59751393511441,1.7
894,400,0.04,"random","epsilon",0.157781614245105,0.1
894,400,0.04,"random","y",-0.116053788089009,-0.05
894,400,0.04,"random","sigma",1.44565126356233,1.7
895,400,0.04,"random","epsilon",0.112340846974432,0.1
895,400,0.04,"random","y",-0.0268041537780231,-0.05
895,400,0.04,"random","sigma",1.58744797022956,1.7
896,400,0.04,"random","epsilon",0.122352553058945,0.1
896,400,0.04,"random","y",-0.0569107504255896,-0.05
896,400,0.04,"random","sigma",1.66372553633316,1.7
897,400,0.04,"random","epsilon",0.17210013201646,0.1
897,400,0.04,"random","y",-0.141473131995471,-0.05
897,400,0.04,"random","sigma",1.38349116081768,1.7
898,400,0.04,"random","epsilon",0.135839585165842,0.1
898,400,0.04,"random","y",-0.148896101427315,-0.05
898,400,0.04,"random","sigma",1.75309421792336,1.7
899,400,0.04,"random","epsilon",0.139218819547015,0.1
899,400,0.04,"random","y",-0.0829129170976348,-0.05
899,400,0.04,"random","sigma",1.65660606848377,1.7
900,400,0.04,"random","epsilon",0.154375641830405,0.1
900,400,0.04,"random","y",-0.0028681748924477,-0.05
900,400,0.04,"random","sigma",1.64388851307978,1.7
901,400,0.04,"random","epsilon",0.12772781698463,0.1
901,400,0.04,"random","y",-0.0428666667915758,-0.05
901,400,0.04,"random","sigma",1.68205356180664,1.7
902,400,0.04,"random","epsilon",0.140081827324437,0.1
902,400,0.04,"random","y",-0.0194796403015615,-0.05
902,400,0.04,"random","sigma",1.64255565751529,1.7
903,400,0.04,"random","epsilon",0.147191105902264,0.1
903,400,0.04,"random","y",-0.0493871152618774,-0.05
903,400,0.04,"random","sigma",1.52571826106727,1.7
904,400,0.04,"random","epsilon",0.125841068090484,0.1
904,400,0.04,"random","y",-0.00878013227234593,-0.05
904,400,0.04,"random","sigma",1.62545306324748,1.7
905,400,0.04,"random","epsilon",0.130024088396678,0.1
905,400,0.04,"random","y",-0.0685228799848185,-0.05
905,400,0.04,"random","sigma",1.6770061325545,1.7
906,400,0.04,"random","epsilon",0.128747483489909,0.1
906,400,0.04,"random","y",-0.10732535382393,-0.05
906,400,0.04,"random","sigma",1.56259691757506,1.7
907,400,0.04,"random","epsilon",0.139310108057635,0.1
907,400,0.04,"random","y",-0.0683260112230191,-0.05
907,400,0.04,"random","sigma",1.63705054698677,1.7
908,400,0.04,"random","epsilon",0.139952379922447,0.1
908,400,0.04,"random","y",-0.0995349493511427,-0.05
908,400,0.04,"random","sigma",1.66823936447398,1.7
909,400,0.04,"random","epsilon",0.110160261843924,0.1
909,400,0.04,"random","y",-0.061669283626441,-0.05
909,400,0.04,"random","sigma",1.61201285006015,1.7
910,400,0.04,"random","epsilon",0.135765067236713,0.1
910,400,0.04,"random","y",-0.269254394135837,-0.05
910,400,0.04,"random","sigma",1.42472559661893,1.7
911,400,0.04,"random","epsilon",0.15237011566539,0.1
911,400,0.04,"random","y",-0.0107634932108109,-0.05
911,400,0.04,"random","sigma",1.56356378643854,1.7
912,400,0.04,"random","epsilon",0.123723778253891,0.1
912,400,0.04,"random","y",-0.00838468310890432,-0.05
912,400,0.04,"random","sigma",1.81766309152019,1.7
913,400,0.04,"random","epsilon",0.13513069921303,0.1
913,400,0.04,"random","y",-0.138790799102925,-0.05
913,400,0.04,"random","sigma",1.37827725606964,1.7
914,400,0.04,"random","epsilon",0.155713521313025,0.1
914,400,0.04,"random","y",-0.000832011919809763,-0.05
914,400,0.04,"random","sigma",1.60146307103556,1.7
915,400,0.04,"random","epsilon",0.145856492422044,0.1
915,400,0.04,"random","y",-0.063821936854236,-0.05
915,400,0.04,"random","sigma",1.6200375119948,1.7
916,400,0.04,"random","epsilon",0.159272547338965,0.1
916,400,0.04,"random","y",-0.0708729141224294,-0.05
916,400,0.04,"random","sigma",1.57496857564664,1.7
917,400,0.04,"random","epsilon",0.143890586183491,0.1
917,400,0.04,"random","y",-0.0503246930614509,-0.05
917,400,0.04,"random","sigma",1.38857887258415,1.7
918,400,0.04,"random","epsilon",0.113028000567874,0.1
918,400,0.04,"random","y",-0.0457782432785286,-0.05
918,400,0.04,"random","sigma",1.7077878430914,1.7
919,400,0.04,"random","epsilon",0.146501007088911,0.1
919,400,0.04,"random","y",-0.062448433246698,-0.05
919,400,0.04,"random","sigma",1.61757346633979,1.7
920,400,0.04,"random","epsilon",0.166237988090221,0.1
920,400,0.04,"random","y",-0.229415641193556,-0.05
920,400,0.04,"random","sigma",1.39837416649406,1.7
921,400,0.04,"random","epsilon",0.147967661639148,0.1
921,400,0.04,"random","y",-0.0998875020327669,-0.05
921,400,0.04,"random","sigma",1.59498742106438,1.7
922,400,0.04,"random","epsilon",0.140027508672197,0.1
922,400,0.04,"random","y",-0.0672932492597553,-0.05
922,400,0.04,"random","sigma",1.63130860556374,1.7
923,400,0.04,"random","epsilon",0.11667830336954,0.1
923,400,0.04,"random","y",-0.023595507281702,-0.05
923,400,0.04,"random","sigma",1.62563816146347,1.7
924,400,0.04,"random","epsilon",0.184930990014834,0.1
924,400,0.04,"random","y",-0.180734253743999,-0.05
924,400,0.04,"random","sigma",1.42839964005286,1.7
925,400,0.04,"random","epsilon",0.119915309053836,0.1
925,400,0.04,"random","y",0.00420718281164096,-0.05
925,400,0.04,"random","sigma",1.62583907311467,1.7
926,400,0.04,"random","epsilon",0.138039319722664,0.1
926,400,0.04,"random","y",-0.0473951749669366,-0.05
926,400,0.04,"random","sigma",1.56098114637896,1.7
927,400,0.04,"random","epsilon",0.134477558411568,0.1
927,400,0.04,"random","y",-0.00579754936675283,-0.05
927,400,0.04,"random","sigma",1.62194890647298,1.7
928,400,0.04,"random","epsilon",0.176420506779707,0.1
928,400,0.04,"random","y",-0.0409565303942674,-0.05
928,400,0.04,"random","sigma",1.55657552804179,1.7
929,400,0.04,"random","epsilon",0.150329633858683,0.1
929,400,0.04,"random","y",0.0205913165110839,-0.05
929,400,0.04,"random","sigma",1.66182218237204,1.7
930,400,0.04,"random","epsilon",0.126862198465395,0.1
930,400,0.04,"random","y",-0.0557880369243914,-0.05
930,400,0.04,"random","sigma",1.59383546295038,1.7
931,400,0.04,"random","epsilon",0.118322310266329,0.1
931,400,0.04,"random","y",-0.1294849600064,-0.05
931,400,0.04,"random","sigma",1.60353664152879,1.7
932,400,0.04,"random","epsilon",0.129130380724916,0.1
932,400,0.04,"random","y",0.013093780262666,-0.05
932,400,0.04,"random","sigma",1.74930853784924,1.7
933,400,0.04,"random","epsilon",0.142441089681198,0.1
933,400,0.04,"random","y",0.00802350923885908,-0.05
933,400,0.04,"random","sigma",1.71179219656125,1.7
934,400,0.04,"random","epsilon",0.156250977988397,0.1
934,400,0.04,"random","y",-0.0764669173559689,-0.05
934,400,0.04,"random","sigma",1.54846998403189,1.7
935,400,0.04,"random","epsilon",0.129931603200304,0.1
935,400,0.04,"random","y",-0.064592871980647,-0.05
935,400,0.04,"random","sigma",1.66235644186076,1.7
936,400,0.04,"random","epsilon",0.136652231961863,0.1
936,400,0.04,"random","y",-0.0523658900081097,-0.05
936,400,0.04,"random","sigma",1.68342212112133,1.7
937,400,0.04,"random","epsilon",0.138931906956205,0.1
937,400,0.04,"random","y",-0.047553306658278,-0.05
937,400,0.04,"random","sigma",1.65085989279332,1.7
