"path","ratio","sub_h","method","parameter","estimate","truth"
409,100,0.01,"random","y",-0.0574893222703025,-0.05
409,100,0.01,"random","sigma",1.70689778128186,1.7
410,100,0.01,"random","epsilon",0.0982482453643506,0.1
410,100,0.01,"random","y",-0.0138145583072815,-0.05
410,100,0.01,"random","sigma",1.71306240397935,1.7
411,100,0.01,"random","epsilon",0.106546906147742,0.1
411,100,0.01,"random","y",-0.082008811819342,-0.05
411,100,0.01,"random","sigma",1.72196851355478,1.7
412,100,0.01,"random","epsilon",0.0942008481380427,0.1
412,100,0.01,"random","y",-0.0778312692202847,-0.05
412,100,0.01,"random","sigma",1.74218362722621,1.7
413,100,0.01,"random","epsilon",0.108106795765023,0.1
413,100,0.01,"random","y",-0.011797960437021,-0.05
413,100,0.01,"random","sigma",1.64688078637919,1.7
414,100,0.01,"random","epsilon",0.103774856619895,0.1
414,100,0.01,"random","y",-0.00815422949158602,-0.05
414,100,0.01,"random","sigma",1.70671030007535,1.7
415,100,0.01,"random","epsilon",0.0976712712979089,0.1
415,100,0.01,"random","y",-0.0479451351500527,-0.05
415,100,0.01,"random","sigma",1.70390743316492,1.7
416,100,0.01,"random","epsilon",0.0875863967720232,0.1
416,100,0.01,"random","y",-0.00412104088576075,-0.05
416,100,0.01,"random","sigma",1.67260765898709,1.7
417,100,0.01,"random","epsilon",0.0939583257926898,0.1
417,100,0.01,"random","y",-0.0492575043386613,-0.05
417,100,0.01,"random","sigma",1.70756913203627,1.7
418,100,0.01,"random","epsilon",0.103040778871841,0.1
418,100,0.01,"random","y",-4.82840796934038e-05,-0.05
418,100,0.01,"random","sigma",1.69338397600807,1.7
419,100,0.01,"random","epsilon",0.100710186912136,0.1
419,100,0.01,"random","y",-0.0282333014876396,-0.05
419,100,0.01,"random","sigma",1.65457322396675,1.7
420,100,0.01,"random","epsilon",0.104722716201045,0.1
420,100,0.01,"random","y",0.00717690568036678,-0.05
420,100,0.01,"random","sigma",1.70865567957062,1.7
421,100,0.01,"random","epsilon",0.10639961656175,0.1
421,100,0.01,"random","y",-0.0729715321647683,-0.05
421,100,0.01,"random","sigma",1.74031847181085,1.7
422,100,0.01,"random","epsilon",0.101660361963091,0.1
422,100,0.01,"random","y",-0.016141868071478,-0.05
422,100,0.01,"random","sigma",1.7216566381871,1.7
423,100,0.01,"random","epsilon",0.0946573736401008,0.1
423,100,0.01,"random","y",-0.0161282045546194,-0.05
423,100,0.01,"random","sigma",1.69469624441277,1.7
424,100,0.01,"random","epsilon",0.102721902087912,0.1
424,100,0.01,"random","y",-0.0388067990361349,-0.05
424,100,0.01,"random","sigma",1.67874143528526,1.7
425,100,0.01,"random","epsilon",0.0986612198722949,0.1
425,100,0.01,"random","y",-0.0432472162955462,-0.05
425,100,0.01,"random","sigma",1.69028849184814,1.7
426,100,0.01,"random","epsilon",0.0897462724858635,0.1
426,100,0.01,"random","y",-0.0665247681388055,-0.05
426,100,0.01,"random","sigma",1.72225086878695,1.7
427,100,0.01,"random","epsilon",0.0875769155831289,0.1
427,100,0.01,"random","y",-0.0113094929692661,-0.05
427,100,0.01,"random","sigma",1.71167951365503,1.7
428,100,0.01,"random","epsilon",0.115066966987429,0.1
428,100,0.01,"random","y",-0.0550255041103536,-0.05
428,100,0.01,"random","sigma",1.69821404976818,1.7
429,100,0.01,"random","epsilon",0.114984464259574,0.1
429,100,0.01,"random","y",0.0193628672313624,-0.05
429,100,0.01,"random","sigma",1.69138886906183,1.7
430,100,0.01,"random","epsilon",0.111934693830292,0.1
430,100,0.01,"random","y",-0.0412270791843054,-0.05
430,100,0.01,"random","sigma",1.68952113631873,1.7
431,100,0.01,"random","epsilon",0.111940181670015,0.1
431,100,0.01,"random","y",-0.0532073433673079,-0.05
431,100,0.01,"random","sigma",1.69355353443209,1.7
432,100,0.01,"random","epsilon",0.0994840698226841,0.1
432,100,0.01,"random","y",-0.0879149159508351,-0.05
432,100,0.01,"random","sigma",1.6891100305279,1.7
433,100,0.01,"random","epsilon",0.097652591249545,0.1
433,100,0.01,"random","y",-0.0193647906561835,-0.05
433,100,0.01,"random","sigma",1.72592258753589,1.7
434,100,0.01,"random","epsilon",0.106099286693768,0.1
434,100,0.01,"random","y",-0.0772772939603397,-0.05
434,100,0.01,"random","sigma",1.6603807316679,1.7
435,100,0.01,"random","epsilon",0.0986183804407953,0.1
435,100,0.01,"random","y",-0.0986029535911441,-0.05
435,100,0.01,"random","sigma",1.6296289652873,1.7
436,100,0.01,"random","epsilon",0.0978376673159116,0.1
436,100,0.01,"random","y",-0.0627654471819937,-0.05
436,100,0.01,"random","sigma",1.68557077522928,1.7
437,100,0.01,"random","epsilon",0.10463435356874,0.1
437,100,0.01,"random","y",-0.0104520579902153,-0.05
437,100,0.01,"random","sigma",1.69406923591446,1.7
438,100,0.01,"random","epsilon",0.0898283054364967,0.1
438,100,0.01,"random","y",0.0143842503655439,-0.05
438,100,0.01,"random","sigma",1.74790782099357,1.7
439,100,0.01,"random","epsilon",0.0956427561634569,0.1
439,100,0.01,"random","y",-0.0498775724198076,-0.05
439,100,0.01,"random","sigma",1.71395921018613,1.7
440,100,0.01,"random","epsilon",0.113107495274169,0.1
440,100,0.01,"random","y",-0.0399538976468903,-0.05
440,100,0.01,"random","sigma",1.67050683609491,1.7
441,100,0.01,"random","epsilon",0.100552644614988,0.1
441,100,0.01,"random","y",-0.0356619316014237,-0.05
441,100,0.01,"random","sigma",1.66621536130408,1.7
442,100,0.01,"random","epsilon",0.0863167577641344,0.1
442,100,0.01,"random","y",0.0131035508905979,-0.05
442,100,0.01,"random","sigma",1.71162494725593,1.7
443,100,0.01,"random","epsilon",0.105984566854676,0.1
443,100,0.01,"random","y",-0.0391851670545685,-0.05
443,100,0.01,"random","sigma",1.69014566778996,1.7
444,100,0.01,"random","epsilon",0.101140866364539,0.1
444,100,0.01,"random","y",-0.0447936249694699,-0.05
444,100,0.01,"random","sigma",1.71615280780679,1.7
445,100,0.01,"random","epsilon",0.0990608822800643,0.1
445,100,0.01,"random","y",-0.0484990111731568,-0.05
445,100,0.01,"random","sigma",1.72168131791774,1.7
446,100,0.01,"random","epsilon",0.092977995321844,0.1
446,100,0.01,"random","y",-0.0939385343431651,-0.05
446,100,0.01,"random","sigma",1.72927105213595,1.7
447,100,0.01,"random","epsilon",0.105527381762052,0.1
447,100,0.01,"random","y",-0.0987822819377838,-0.05
447,100,0.01,"random","sigma",1.71760490574633,1.7
448,100,0.01,"random","epsilon",0.101686952595331,0.1
448,100,0.01,"random","y",-0.0543548779785778,-0.05
448,100,0.01,"random","sigma",1.69216931915949,1.7
449,100,0.01,"random","epsilon",0.093601068582696,0.1
449,100,0.01,"random","y",-0.02499966079776,-0.05
449,100,0.01,"random","sigma",1.72844551772871,1.7
450,100,0.01,"random","epsilon",0.106485557959449,0.1
450,100,0.01,"random","y",-0.0559742111239729,-0.05
450,100,0.01,"random","sigma",1.70812703650402,1.7
451,100,0.01,"random","epsilon",0.107692479812483,0.1
451,100,0.01,"random","y",-0.0334966262452344,-0.05
451,100,0.01,"random","sigma",1.66755147539991,1.7
452,100,0.01,"random","epsilon",0.0980325607268345,0.1
452,100,0.01,"random","y",-0.00883526463344661,-0.05
452,100,0.01,"random","sigma",1.70030612625631,1.7
453,100,0.01,"random","epsilon",0.0969841368576144,0.1
453,100,0.01,"random","y",-0.0545033972515992,-0.05
453,100,0.01,"random","sigma",1.70765196156976,1.7
454,100,0.01,"random","epsilon",0.113522241056759,0.1
454,100,0.01,"random","y",-0.00359332763586501,-0.05
454,100,0.01,"random","sigma",1.71759701714192,1.7
455,100,0.01,"random","epsilon",0.107705844378056,0.1
455,100,0.01,"random","y",-0.0851324949571671,-0.05
455,100,0.01,"random","sigma",1.66938300819867,1.7
456,100,0.01,"random","epsilon",0.0897492688021376,0.1
456,100,0.01,"random","y",-0.0305491352707551,-0.05
456,100,0.01,"random","sigma",1.73004268714182,1.7
457,100,0.01,"random","epsilon",0.105174627823828,0.1
457,100,0.01,"random","y",-0.101747344547248,-0.05
457,100,0.01,"random","sigma",1.64181324465991,1.7
458,100,0.01,"random","epsilon",0.102392977619908,0.1
458,100,0.01,"random","y",-0.0781188581532449,-0.05
458,100,0.01,"random","sigma",1.6713816587686,1.7
459,100,0.01,"random","epsilon",0.102283912423345,0.1
459,100,0.01,"random","y",-0.0393645363304115,-0.05
459,100,0.01,"random","sigma",1.71695941031084,1.7
460,100,0.01,"random","epsilon",0.111108621425644,0.1
460,100,0.01,"random","y",-0.038983087614455,-0.05
460,100,0.01,"random","sigma",1.69199353770709,1.7
461,100,0.01,"random","epsilon",0.102161626812496,0.1
461,100,0.01,"random","y",-0.0344291365549309,-0.05
461,100,0.01,"random","sigma",1.71209918828321,1.7
462,100,0.01,"random","epsilon",0.0966965630469923,0.1
462,100,0.01,"random","y",-0.0561803099913726,-0.05
462,100,0.01,"random","sigma",1.71785457788493,1.7
463,100,0.01,"random","epsilon",0.107424950182928,0.1
463,100,0.01,"random","y",-0.053723927700481,-0.05
463,100,0.01,"random","sigma",1.67401135406339,1.7
464,100,0.01,"random","epsilon",0.114042369925546,0.1
464,100,0.01,"random","y",0.00304660956517763,-0.05
464,100,0.01,"random","sigma",1.68356414143029,1.7
465,100,0.01,"random","epsilon",0.102945446196954,0.1
465,100,0.01,"random","y",-0.186236283419374,-0.05
465,100,0.01,"random","sigma",1.64433975359218,1.7
466,100,0.01,"random","epsilon",0.0923318899660457,0.1
466,100,0.01,"random","y",-0.0132098697975717,-0.05
466,100,0.01,"random","sigma",1.70752368038617,1.7
467,100,0.01,"random","epsilon",0.102277314808556,0.1
467,100,0.01,"random","y",-0.0587091431552562,-0.05
467,100,0.01,"random","sigma",1.69549781782452,1.7
468,100,0.01,"random","epsilon",0.108650496113612,0.1
468,100,0.01,"random","y",-0.0438361046586882,-0.05
468,100,0.01,"random","sigma",1.68671932304266,1.7
469,100,0.01,"random","epsilon",0.10720384233695,0.1
469,100,0.01,"random","y",-0.0751550477429281,-0.05
469,100,0.01,"random","sigma",1.68281693787971,1.7
470,100,0.01,"random","epsilon",0.114871216480598,0.1
470,100,0.01,"random","y",-0.10610386381349,-0.05
470,100,0.01,"random","sigma",1.67367075487437,1.7
471,100,0.01,"random","epsilon",0.0985088636159786,0.1
471,100,0.01,"random","y",-0.00722322266289621,-0.05
471,100,0.01,"random","sigma",1.67435282136879,1.7
472,100,0.01,"random","epsilon",0.10667434138915,0.1
472,100,0.01,"random","y",-0.0741639510878121,-0.05
472,100,0.01,"random","sigma",1.6753080003922,1.7
473,100,0.01,"random","epsilon",0.096756213926361,0.1
473,100,0.01,"random","y",-0.0518951543959974,-0.05
473,100,0.01,"random","sigma",1.68924946577184,1.7
474,100,0.01,"random","epsilon",0.108868704370212,0.1
474,100,0.01,"random","y",-0.0839074089934589,-0.05
474,100,0.01,"random","sigma",1.69659659844781,1.7
475,100,0.01,"random","epsilon",0.0955011987317849,0.1
475,100,0.01,"random","y",-0.00686474146115376,-0.05
475,100,0.01,"random","sigma",1.69955326255518,1.7
476,100,0.01,"random","epsilon",0.0862606985417181,0.1
476,100,0.01,"random","y",-0.103059470270931,-0.05
476,100,0.01,"random","sigma",1.69960058656551,1.7
477,100,0.01,"random","epsilon",0.115579646546671,0.1
477,100,0.01,"random","y",-0.0540151752665778,-0.05
477,100,0.01,"random","sigma",1.67433899536815,1.7
478,100,0.01,"random","epsilon",0.11264905753261,0.1
478,100,0.01,"random","y",-0.0502932233831917,-0.05
478,100,0.01,"random","sigma",1.65863722922841,1.7
479,100,0.01,"random","epsilon",0.0959439935261739,0.1
479,100,0.01,"random","y",-0.0438485099198358,-0.05
479,100,0.01,"random","sigma",1.67718645791418,1.7
480,100,0.01,"random","epsilon",0.0951145506033715,0.1
480,100,0.01,"random","y",-0.070923545910709,-0.05
480,100,0.01,"random","sigma",1.69539994286955,1.7
481,100,0.01,"random","epsilon",0.105475953496904,0.1
481,100,0.01,"random","y",-0.0508716133150684,-0.05
481,100,0.01,"random","sigma",1.69134481379082,1.7
482,100,0.01,"random","epsilon",0.096568135108543,0.1
482,100,0.01,"random","y",-0.0239995706721758,-0.05
482,100,0.01,"random","sigma",1.69508813448999,1.7
483,100,0.01,"random","epsilon",0.118914678499847,0.1
483,100,0.01,"random","y",-0.243225834291742,-0.05
483,100,0.01,"random","sigma",1.6748319070617,1.7
484,100,0.01,"random","epsilon",0.10006826253172,0.1
484,100,0.01,"random","y",-0.00873321334213902,-0.05
484,100,0.01,"random","sigma",1.72539464597171,1.7
485,100,0.01,"random","epsilon",0.0969392773174756,0.1
485,100,0.01,"random","y",-0.0608109848183854,-0.05
485,100,0.01,"random","sigma",1.73838447073092,1.7
486,100,0.01,"random","epsilon",0.0932243085513803,0.1
486,100,0.01,"random","y",-0.0821566450444627,-0.05
486,100,0.01,"random","sigma",1.71069483277925,1.7
487,100,0.01,"random","epsilon",0.11166022894892,0.1
487,100,0.01,"random","y",-0.108441011273128,-0.05
487,100,0.01,"random","sigma",1.69910319918498,1.7
488,100,0.01,"random","epsilon",0.097169331021779,0.1
488,100,0.01,"random","y",0.00240248962776858,-0.05
488,100,0.01,"random","sigma",1.71757551522325,1.7
489,100,0.01,"random","epsilon",0.0952334641527408,0.1
489,100,0.01,"random","y",-0.0598405654317765,-0.05
489,100,0.01,"random","sigma",1.66811211132898,1.7
490,100,0.01,"random","epsilon",0.0921911317997287,0.1
490,100,0.01,"random","y",-0.0583839053667718,-0.05
490,100,0.01,"random","sigma",1.71925065721498,1.7
491,100,0.01,"random","epsilon",0.110476491419095,0.1
491,100,0.01,"random","y",-0.0402739028766566,-0.05
491,100,0.01,"random","sigma",1.67766486922239,1.7
492,100,0.01,"random","epsilon",0.116092773045376,0.1
492,100,0.01,"random","y",-0.0815524154834174,-0.05
492,100,0.01,"random","sigma",1.64139798253216,1.7
493,100,0.01,"random","epsilon",0.102509325150292,0.1
493,100,0.01,"random","y",-0.0872759550315945,-0.05
493,100,0.01,"random","sigma",1.70466828825,1.7
494,100,0.01,"random","epsilon",0.101440194176708,0.1
494,100,0.01,"random","y",-0.0451977372235439,-0.05
494,100,0.01,"random","sigma",1.71962805716607,1.7
495,100,0.01,"random","epsilon",0.0953003785166225,0.1
495,100,0.01,"random","y",-0.0418146785825304,-0.05
495,100,0.01,"random","sigma",1.73402071189267,1.7
496,100,0.01,"random","epsilon",0.104938264499647,0.1
496,100,0.01,"random","y",-0.102500756970496,-0.05
496,100,0.01,"random","sigma",1.65966456409173,1.7
497,100,0.01,"random","epsilon",0.104907762937696,0.1
497,100,0.01,"random","y",-0.0317661473368322,-0.05
497,100,0.01,"random","sigma",1.69081325807777,1.7
498,100,0.01,"random","epsilon",0.102340748953395,0.1
498,100,0.01,"random","y",-0.103742519146212,-0.05
498,100,0.01,"random","sigma",1.68711458659542,1.7
499,100,0.01,"random","epsilon",0.0931293506384416,0.1
499,100,0.01,"random","y",-0.0378687939373399,-0.05
499,100,0.01,"random","sigma",1.63080228548432,1.7
500,100,0.01,"random","epsilon",0.102921403780609,0.1
500,100,0.01,"random","y",-0.0676081377029664,-0.05
500,100,0.01,"random","sigma",1.69509688559689,1.7
501,100,0.01,"random","epsilon",0.103103853289863,0.1
501,100,0.01,"random","y",-0.10556453997007,-0.05
501,100,0.01,"random","sigma",1.64963339199417,1.7
502,100,0.01,"random","epsilon",0.102896583770718,0.1
502,100,0.01,"random","y",-0.036000245685509,-0.05
502,100,0.01,"random","sigma",1.68570457891997,1.7
503,100,0.01,"random","epsilon",0.0945342028987148,0.1
503,100,0.01,"random","y",-0.0621708983806226,-0.05
503,100,0.01,"random","sigma",1.6428295778803,1.7
504,100,0.01,"random","epsilon",0.110409549305194,0.1
504,100,0.01,"random","y",-0.0797870962417033,-0.05
504,100,0.01,"random","sigma",1.66666875542313,1.7
505,100,0.01,"random","epsilon",0.0983657949409593,0.1
505,100,0.01,"random","y",-0.111589650323969,-0.05
505,100,0.01,"random","sigma",1.67526732916462,1.7
506,100,0.01,"random","epsilon",0.106541863777252,0.1
506,100,0.01,"random","y",-0.0560039862262783,-0.05
506,100,0.01,"random","sigma",1.7016701936845,1.7
507,100,0.01,"random","epsilon",0.103818741961844,0.1
507,100,0.01,"random","y",-0.0293625039258503,-0.05
507,100,0.01,"random","sigma",1.69426487646552,1.7
508,100,0.01,"random","epsilon",0.0994479630115069,0.1
508,100,0.01,"random","y",-0.0500118987342607,-0.05
508,100,0.01,"random","sigma",1.71142002778493,1.7
509,100,0.01,"random","epsilon",0.0974694246652924,0.1
509,100,0.01,"random","y",-0.0355163904984017,-0.05
509,100,0.01,"random","sigma",1.69185551246716,1.7
510,100,0.01,"random","epsilon",0.116640520140564,0.1
510,100,0.01,"random","y",-0.0278495924010725,-0.05
510,100,0.01,"random","sigma",1.69713494770974,1.7
511,100,0.01,"random","epsilon",0.090887458157373,0.1
511,100,0.01,"random","y",-0.064544931166119,-0.05
511,100,0.01,"random","sigma",1.69202407867869,1.7
512,100,0.01,"random","epsilon",0.115365064444707,0.1
512,100,0.01,"random","y",-0.0834530772299654,-0.05
512,100,0.01,"random","sigma",1.71980516056826,1.7
513,100,0.01,"random","epsilon",0.0979866783301887,0.1
513,100,0.01,"random","y",-0.0283441216358098,-0.05
513,100,0.01,"random","sigma",1.68405733245622,1.7
514,100,0.01,"random","epsilon",0.103852835263379,0.1
514,100,0.01,"random","y",-0.0597024726107166,-0.05
514,100,0.01,"random","sigma",1.6933285047594,1.7
515,100,0.01,"random","epsilon",0.101140490675612,0.1
515,100,0.01,"random","y",-0.0280421115567778,-0.05
515,100,0.01,"random","sigma",1.71366234637935,1.7
516,100,0.01,"random","epsilon",0.0971707632465252,0.1
516,100,0.01,"random","y",-0.0427989935903792,-0.05
516,100,0.01,"random","sigma",1.73608962292607,1.7
517,100,0.01,"random","epsilon",0.105291565136187,0.1
517,100,0.01,"random","y",-0.0258319659802854,-0.05
517,100,0.01,"random","sigma",1.69550874142355,1.7
518,100,0.01,"random","epsilon",0.101400934966634,0.1
518,100,0.01,"random","y",-0.0876454332393716,-0.05
518,100,0.01,"random","sigma",1.74234834357335,1.7
519,100,0.01,"random","epsilon",0.113839327348882,0.1
519,100,0.01,"random","y",-0.0358051596487076,-0.05
519,100,0.01,"random","sigma",1.69333220219677,1.7
520,100,0.01,"random","epsilon",0.120332653677288,0.1
520,100,0.01,"random","y",-0.271882870191436,-0.05
520,100,0.01,"random","sigma",1.75697149309366,1.7
521,100,0.01,"random","epsilon",0.0952642941769966,0.1
521,100,0.01,"random","y",-0.0452907092612384,-0.05
521,100,0.01,"random","sigma",1.69018181309692,1.7
522,100,0.01,"random","epsilon",0.0981655385710532,0.1
522,100,0.01,"random","y",-0.0343983973108335,-0.05
522,100,0.01,"random","sigma",1.69336313986312,1.7
523,100,0.01,"random","epsilon",0.106635510845354,0.1
523,100,0.01,"random","y",-0.104992072528652,-0.05
523,100,0.01,"random","sigma",1.67419063627874,1.7
524,100,0.01,"random","epsilon",0.111258238983883,0.1
524,100,0.01,"random","y",-0.109009151246295,-0.05
524,100,0.01,"random","sigma",1.66228631648659,1.7
525,100,0.01,"random","epsilon",0.100146075971713,0.1
525,100,0.01,"random","y",-0.0634128465299208,-0.05
525,100,0.01,"random","sigma",1.65984255878796,1.7
526,100,0.01,"random","epsilon",0.0892327284535068,0.1
526,100,0.01,"random","y",-0.0961538677931504,-0.05
526,100,0.01,"random","sigma",1.7087712071373,1.7
527,100,0.01,"random","epsilon",0.094881728250164,0.1
527,100,0.01,"random","y",-0.106636420148427,-0.05
527,100,0.01,"random","sigma",1.65982670770652,1.7
528,100,0.01,"random","epsilon",0.095718648086013,0.1
528,100,0.01,"random","y",-0.0539575897557794,-0.05
528,100,0.01,"random","sigma",1.70588185199418,1.7
529,100,0.01,"random","epsilon",0.109562925624159,0.1
529,100,0.01,"random","y",-0.191209817362785,-0.05
529,100,0.01,"random","sigma",1.71062304402295,1.7
530,100,0.01,"random","epsilon",0.100149076832264,0.1
530,100,0.01,"random","y",-0.0710815360877438,-0.05
530,100,0.01,"random","sigma",1.68613482879341,1.7
531,100,0.01,"random","epsilon",0.0991953670396065,0.1
531,100,0.01,"random","y",-0.048655831528403,-0.05
531,100,0.01,"random","sigma",1.68709828833448,1.7
532,100,0.01,"random","epsilon",0.0971921461507619,0.1
532,100,0.01,"random","y",-0.0634709615588039,-0.05
532,100,0.01,"random","sigma",1.72347386957724,1.7
533,100,0.01,"random","epsilon",0.0991283831804638,0.1
533,100,0.01,"random","y",-0.112594565506556,-0.05
533,100,0.01,"random","sigma",1.71837112246865,1.7
534,100,0.01,"random","epsilon",0.0938067159714325,0.1
534,100,0.01,"random","y",-0.100672685843218,-0.05
534,100,0.01,"random","sigma",1.71745486371975,1.7
535,100,0.01,"random","epsilon",0.0970297052852696,0.1
535,100,0.01,"random","y",-0.0822063376737001,-0.05
535,100,0.01,"random","sigma",1.65640579255956,1.7
536,100,0.01,"random","epsilon",0.0861548638591001,0.1
536,100,0.01,"random","y",-0.08494758676997,-0.05
536,100,0.01,"random","sigma",1.72915823541403,1.7
537,100,0.01,"random","epsilon",0.099862007368128,0.1
537,100,0.01,"random","y",-0.0942857069613997,-0.05
537,100,0.01,"random","sigma",1.71934068100592,1.7
538,100,0.01,"random","epsilon",0.0983181812218626,0.1
538,100,0.01,"random","y",-0.0625280560641937,-0.05
538,100,0.01,"random","sigma",1.69261510023904,1.7
539,100,0.01,"random","epsilon",0.0922681179595594,0.1
539,100,0.01,"random","y",-0.0852853211980393,-0.05
539,100,0.01,"random","sigma",1.70585674354436,1.7
540,100,0.01,"random","epsilon",0.121304883486724,0.1
540,100,0.01,"random","y",-0.0651380881718682,-0.05
540,100,0.01,"random","sigma",1.72172508955898,1.7
541,100,0.01,"random","epsilon",0.108734935671415,0.1
541,100,0.01,"random","y",-0.097156800971169,-0.05
541,100,0.01,"random","sigma",1.75652326821663,1.7
542,100,0.01,"random","epsilon",0.10058196875951,0.1
542,100,0.01,"random","y",-0.0476840319136523,-0.05
542,100,0.01,"random","sigma",1.76980515542037,1.7
543,100,0.01,"random","epsilon",0.0990540663887528,0.1
543,100,0.01,"random","y",-0.00645472516598323,-0.05
543,100,0.01,"random","sigma",1.66300468655563,1.7
544,100,0.01,"random","epsilon",0.106863544276377,0.1
544,100,0.01,"random","y",-0.0578571553985942,-0.05
544,100,0.01,"random","sigma",1.76451504554517,1.7
545,100,0.01,"random","epsilon",0.100147642964617,0.1
545,100,0.01,"random","y",-0.0606179989798744,-0.05
545,100,0.01,"random","sigma",1.72236939353173,1.7
546,100,0.01,"random","epsilon",0.101283713699634,0.1
546,100,0.01,"random","y",-0.0433177119847399,-0.05
546,100,0.01,"random","sigma",1.70274371663918,1.7
547,100,0.01,"random","epsilon",0.109107928867895,0.1
547,100,0.01,"random","y",-0.00960592403533126,-0.05
547,100,0.01,"random","sigma",1.70164590122986,1.7
548,100,0.01,"random","epsilon",0.0877546788904899,0.1
548,100,0.01,"random","y",-0.00866376882142352,-0.05
548,100,0.01,"random","sigma",1.71679086119305,1.7
549,100,0.01,"random","epsilon",0.114232177539124,0.1
549,100,0.01,"random","y",-0.0242021383236184,-0.05
549,100,0.01,"random","sigma",1.69034245192874,1.7
550,100,0.01,"random","epsilon",0.102373336297331,0.1
550,100,0.01,"random","y",-0.0750430824449859,-0.05
550,100,0.01,"random","sigma",1.71285781324667,1.7
551,100,0.01,"random","epsilon",0.114866011174323,0.1
551,100,0.01,"random","y",-0.0655889128812936,-0.05
551,100,0.01,"random","sigma",1.65539573841268,1.7
552,100,0.01,"random","epsilon",0.10224732562029,0.1
552,100,0.01,"random","y",-0.0790315153644648,-0.05
552,100,0.01,"random","sigma",1.7081399612108,1.7
553,100,0.01,"random","epsilon",0.110172620619904,0.1
553,100,0.01,"random","y",-0.0302452144171622,-0.05
553,100,0.01,"random","sigma",1.69985393708805,1.7
554,100,0.01,"random","epsilon",0.0956329169179327,0.1
554,100,0.01,"random","y",-0.0120852822871588,-0.05
554,100,0.01,"random","sigma",1.74440558277418,1.7
555,100,0.01,"random","epsilon",0.104109558797706,0.1
555,100,0.01,"random","y",-0.0177970464203613,-0.05
555,100,0.01,"random","sigma",1.69434033118217,1.7
556,100,0.01,"random","epsilon",0.0973072236120671,0.1
556,100,0.01,"random","y",-0.0703246791173425,-0.05
556,100,0.01,"random","sigma",1.67296309629382,1.7
557,100,0.01,"random","epsilon",0.118806715063031,0.1
557,100,0.01,"random","y",-0.0540411086625672,-0.05
557,100,0.01,"random","sigma",1.66735982612886,1.7
558,100,0.01,"random","epsilon",0.113763176722005,0.1
558,100,0.01,"random","y",-0.00195851541528539,-0.05
558,100,0.01,"random","sigma",1.67257542261825,1.7
559,100,0.01,"random","epsilon",0.0938639498266903,0.1
559,100,0.01,"random","y",-0.043314170349741,-0.05
559,100,0.01,"random","sigma",1.71726002233085,1.7
560,100,0.01,"random","epsilon",0.104806872077984,0.1
560,100,0.01,"random","y",-0.0908386556378849,-0.05
560,100,0.01,"random","sigma",1.65989198442081,1.7
561,100,0.01,"random","epsilon",0.096671083315049,0.1
561,100,0.01,"random","y",-0.0474713628058712,-0.05
561,100,0.01,"random","sigma",1.67847983759469,1.7
562,100,0.01,"random","epsilon",0.107562623942917,0.1
562,100,0.01,"random","y",-0.00995826375271058,-0.05
562,100,0.01,"random","sigma",1.67777026632104,1.7
563,100,0.01,"random","epsilon",0.0951286032324657,0.1
563,100,0.01,"random","y",-0.0922586767712788,-0.05
563,100,0.01,"random","sigma",1.70384806227361,1.7
564,100,0.01,"random","epsilon",0.104809640724055,0.1
564,100,0.01,"random","y",-0.0651883684360127,-0.05
564,100,0.01,"random","sigma",1.72818625030974,1.7
565,100,0.01,"random","epsilon",0.0871296161419817,0.1
565,100,0.01,"random","y",-0.0584154218971408,-0.05
565,100,0.01,"random","sigma",1.71315647376703,1.7
566,100,0.01,"random","epsilon",0.101961706867923,0.1
566,100,0.01,"random","y",-0.0542183789138498,-0.05
566,100,0.01,"random","sigma",1.70533600106292,1.7
567,100,0.01,"random","epsilon",0.105988478244782,0.1
567,100,0.01,"random","y",-0.0306371637367581,-0.05
567,100,0.01,"random","sigma",1.69205915342419,1.7
568,100,0.01,"random","epsilon",0.0956842274865496,0.1
568,100,0.01,"random","y",-0.010830695046035,-0.05
568,100,0.01,"random","sigma",1.70415478217134,1.7
569,100,0.01,"random","epsilon",0.0994629353325115,0.1
569,100,0.01,"random","y",-0.0705314141657752,-0.05
569,100,0.01,"random","sigma",1.62664273533691,1.7
570,100,0.01,"random","epsilon",0.104356122252695,0.1
570,100,0.01,"random","y",0.0201419699897184,-0.05
570,100,0.01,"random","sigma",1.68411507820601,1.7
571,100,0.01,"random","epsilon",0.0932745796523328,0.1
571,100,0.01,"random","y",-0.0102435929316499,-0.05
571,100,0.01,"random","sigma",1.71264889542993,1.7
572,100,0.01,"random","epsilon",0.103474280922172,0.1
572,100,0.01,"random","y",0.0287826096754557,-0.05
572,100,0.01,"random","sigma",1.72885506423624,1.7
573,100,0.01,"random","epsilon",0.0882024076100926,0.1
573,100,0.01,"random","y",-0.0806188145883712,-0.05
573,100,0.01,"random","sigma",1.67651432862146,1.7
574,100,0.01,"random","epsilon",0.105245971672181,0.1
574,100,0.01,"random","y",-0.0244771373892436,-0.05
574,100,0.01,"random","sigma",1.71722031058838,1.7
575,100,0.01,"random","epsilon",0.0989919708371093,0.1
575,100,0.01,"random","y",-0.0190499559589619,-0.05
575,100,0.01,"random","sigma",1.67477323883495,1.7
576,100,0.01,"random","epsilon",0.11226857307523,0.1
576,100,0.01,"random","y",-0.0348906352455406,-0.05
576,100,0.01,"random","sigma",1.66884659549062,1.7
577,100,0.01,"random","epsilon",0.116155228608833,0.1
